r_l_VM,Time
-0.830314654,548
-0.759727319,548.4
-0.665110904,548.8
-0.546278065,549.2
-0.407823619,549.6
-0.25999188,550
-0.113565191,550.4
0.02177526,550.8
0.135743883,551.2
0.217100288,551.6
0.257302372,552
0.270278865,552.4
0.279692548,552.8
0.292017399,553.2
0.306432676,553.6
0.320212336,554
0.331569402,554.4
0.340713498,554.8
0.353434735,555.2
0.37010188,555.6
0.387516643,556
0.39814471,556.4
0.401627772,556.8
0.404696265,557.2
0.405739825,557.6
0.400796786,558
0.3859119,558.4
0.353593561,558.8
0.292167722,559.2
0.195332289,559.6
0.070853698,560
-0.067927602,560.4
-0.210261844,560.8
-0.344355424,561.2
-0.450763495,561.6
-0.504407366,562
-0.508801643,562.4
-0.491417777,562.8
-0.461617196,563.2
-0.411282168,563.6
-0.331890084,564
-0.219655351,564.4
-0.075570398,564.8
0.088844675,565.2
0.24872442,565.6
0.375993769,566
0.460214484,566.4
0.502975334,566.8
0.504716239,567.2
0.464702604,567.6
0.381789847,568
0.253828804,568.4
0.089052679,568.8
-0.073225854,569.2
-0.196904526,569.6
-0.279456249,570
-0.338396193,570.4
-0.385851709,570.8
-0.428700922,571.2
-0.474436384,571.6
-0.531039668,572
-0.595682396,572.4
-0.653401624,572.8
-0.692523789,573.2
-0.714257089,573.6
-0.72413477,574
-0.731114666,574.4
-0.74896758,574.8
-0.7846532,575.2
-0.823546924,575.6
-0.848105767,576
-0.851619547,576.4
-0.833428764,576.8
-0.794709022,577.2
-0.73617655,577.6
-0.654985749,578
-0.537852635,578.4
-0.366355906,578.8
-0.150904174,579.2
0.068624945,579.6
0.258027081,580
0.406142463,580.4
0.518652919,580.8
0.608669518,581.2
0.682285682,581.6
0.740212402,582
0.781530474,582.4
0.803351421,582.8
0.803636923,583.2
0.785559525,583.6
0.753202481,584
0.712950679,584.4
0.677835715,584.8
0.664011893,585.2
0.674902122,585.6
0.707172782,586
0.756659259,586.4
0.812871832,586.8
0.864504176,587.2
0.905010668,587.6
0.931883688,588
0.942999962,588.4
0.927305574,588.8
0.863602315,589.2
0.751492738,589.6
0.607420826,590
0.44386838,590.4
0.266059929,590.8
0.087814465,591.2
-0.077322284,591.6
-0.220574465,592
-0.336873853,592.4
-0.421078849,592.8
-0.469172716,593.2
-0.483962542,593.6
-0.47072366,594
-0.435031917,594.4
-0.382267398,594.8
-0.317918423,595.2
-0.250055122,595.6
-0.189077916,596
-0.145369496,596.4
-0.124935878,596.8
-0.131072501,597.2
-0.165256477,597.6
-0.222216749,598
-0.293469601,598.4
-0.370703859,598.8
-0.444913885,599.2
-0.515332578,599.6
-0.585405399,600
-0.647870847,600.4
-0.68455946,600.8
-0.693832404,601.2
-0.679395497,601.6
-0.640505692,602
-0.573799485,602.4
-0.480031982,602.8
-0.36404597,603.2
-0.229567666,603.6
-0.078497795,604
0.079410956,604.4
0.22533918,604.8
0.344717462,605.2
0.430870997,605.6
0.479362319,606
0.486636286,606.4
0.454168963,606.8
0.390668643,607.2
0.309426042,607.6
0.218816071,608
0.119913208,608.4
0.011504446,608.8
-0.107773322,609.2
-0.239824081,609.6
-0.383302754,610
-0.531458856,610.4
-0.677411393,610.8
-0.812590838,611.2
-0.925940876,611.6
-1.010253195,612
-1.067037768,612.4
-1.104658889,612.8
-1.130584134,613.2
-1.139009541,613.6
-1.124869142,614
-1.08683074,614.4
-1.017739323,614.8
-0.919956219,615.2
-0.808521111,615.6
-0.69620047,616
-0.590305236,616.4
-0.495101558,616.8
-0.413711549,617.2
-0.349445874,617.6
-0.304867235,618
-0.274104615,618.4
-0.24505787,618.8
-0.21635397,619.2
-0.195828308,619.6
-0.189918668,620
-0.202072972,620.4
-0.234218782,620.8
-0.2879516,621.2
-0.365938749,621.6
-0.473116075,622
-0.602196789,622.4
-0.712654473,622.8
-0.770514206,623.2
-0.769419783,623.6
-0.716817707,624
-0.624338975,624.4
-0.510523174,624.8
-0.390268013,625.2
-0.266376508,625.6
-0.138589319,626
-0.007688753,626.4
0.122516664,626.8
0.246621199,627.2
0.367459122,627.6
0.492718135,628
0.62225606,628.4
0.745030136,628.8
0.856250843,629.2
0.952898775,629.6
1.022803799,630
1.054490802,630.4
1.041880632,630.8
0.991131344,631.2
0.921302053,631.6
0.857227581,632
0.820320394,632.4
0.804411375,632.8
0.801770448,633.2
0.803523333,633.6
0.796538425,634
0.76921085,634.4
0.713211012,634.8
0.633433236,635.2
0.546788701,635.6
0.464935116,636
0.393270489,636.4
0.337219443,636.8
0.301139723,637.2
0.276498761,637.6
0.252523059,638
0.223099384,638.4
0.180856536,638.8
0.11118896,639.2
0.009850051,639.6
-0.104606443,640
-0.20925971,640.4
-0.28374658,640.8
-0.317562981,641.2
-0.312724452,641.6
-0.271643627,642
-0.199408785,642.4
-0.111753122,642.8
-0.027404238,643.2
0.046524892,643.6
0.106969345,644
0.14677028,644.4
0.187712039,644.8
0.250661992,645.2
0.341270082,645.6
0.463036469,646
0.603610267,646.4
0.729096746,646.8
0.811964178,647.2
0.842790243,647.6
0.822217606,648
0.754141365,648.4
0.647521922,648.8
0.518764496,649.2
0.38244096,649.6
0.242637671,650
0.100272624,650.4
-0.042209272,650.8
-0.178938601,651.2
-0.30574348,651.6
-0.423995866,652
-0.537571836,652.4
-0.647519028,652.8
-0.75375759,653.2
-0.859243665,653.6
-0.96162634,654
-1.040410475,654.4
-1.088318667,654.8
-1.100761661,655.2
-1.075607858,655.6
-1.029563627,656
-0.987087981,656.4
-0.953084131,656.8
-0.926454157,657.2
-0.908116509,657.6
-0.902084769,658
-0.91204316,658.4
-0.928469999,658.8
-0.934345173,659.2
-0.920376386,659.6
-0.88238061,660
-0.816410087,660.4
-0.730195656,660.8
-0.628629608,661.2
-0.513505851,661.6
-0.386931173,662
-0.252441326,662.4
-0.113407314,662.8
0.027119471,663.2
0.166906969,663.6
0.30566346,664
0.446079027,664.4
0.592154518,664.8
0.742736084,665.2
0.88584152,665.6
1.004656951,666
1.089216443,666.4
1.131919732,666.8
1.126015402,667.2
1.068289605,667.6
0.966524891,668
0.847554291,668.4
0.733704919,668.8
0.630794237,669.2
0.542525132,669.6
0.473185511,670
0.410558707,670.4
0.350741748,670.8
0.295763044,671.2
0.238494748,671.6
0.173566582,672
0.101702846,672.4
0.025499295,672.8
-0.052217623,673.2
-0.12931945,673.6
-0.205928317,674
-0.286289556,674.4
-0.374161823,674.8
-0.462162298,675.2
-0.541466771,675.6
-0.608965125,676
-0.663199026,676.4
-0.70215791,676.8
-0.721660056,677.2
-0.712574154,677.6
-0.662685455,678
-0.569607015,678.4
-0.439112703,678.8
-0.276958197,679.2
-0.092685805,679.6
0.096445523,680
0.281788946,680.4
0.460360509,680.8
0.621652453,681.2
0.761798451,681.6
0.880223852,682
0.975243266,682.4
1.04446256,682.8
1.079246799,683.2
1.070824653,683.6
1.027241802,684
0.967592724,684.4
0.913729004,684.8
0.873615889,685.2
0.844521113,685.6
0.8234972,686
0.809003268,686.4
0.800444532,686.8
0.798089621,687.2
0.803814035,687.6
0.823189311,688
0.864179376,688.4
0.91937541,688.8
0.961711551,689.2
0.975098233,689.6
0.958920172,690
0.91609784,690.4
0.848986411,690.8
0.765215938,691.2
0.682251234,691.6
0.600882118,692
0.508789303,692.4
0.395365071,692.8
0.262536737,693.2
0.123180104,693.6
-0.016870876,694
-0.155071745,694.4
-0.288567258,694.8
-0.413826236,695.2
-0.526136804,695.6
-0.620037351,696
-0.692112494,696.4
-0.7403723,696.8
-0.763657951,697.2
-0.764070425,697.6
-0.75274511,698
-0.752123724,698.4
-0.776206963,698.8
-0.815810238,699.2
-0.857397813,699.6
-0.891711306,700
-0.914576324,700.4
-0.920424624,700.8
-0.908573493,701.2
-0.896284626,701.6
-0.893972335,702
-0.900208025,702.4
-0.911719436,702.8
-0.925956351,703.2
-0.941358291,703.6
-0.958033155,704
-0.978447489,704.4
-0.997053708,704.8
-0.997748539,705.2
-0.986188505,705.6
-0.973095554,706
-0.961409921,706.4
-0.951592378,706.8
-0.944073085,707.2
-0.9397857,707.6
-0.940850279,708
-0.950563092,708.4
-0.967638388,708.8
-0.979489376,709.2
-0.9727352,709.6
-0.950640812,710
-0.92642926,710.4
-0.907191255,710.8
-0.893885255,711.2
-0.883304701,711.6
-0.869461344,712
-0.84477977,712.4
-0.800846708,712.8
-0.731536915,713.2
-0.638253642,713.6
-0.528033327,714
-0.404973437,714.4
-0.278029258,714.8
-0.169242977,715.2
-0.077312344,715.6
0.009803165,716
0.096706862,716.4
0.186059848,716.8
0.288055271,717.2
0.410723346,717.6
0.529226514,718
0.621907965,718.4
0.686703209,718.8
0.719286654,719.2
0.708275616,719.6
0.648656227,720
0.55056218,720.4
0.426699319,720.8
0.288949747,721.2
0.147352299,721.6
0.008366789,722
-0.128231338,722.4
-0.268851979,722.8
-0.405408381,723.2
-0.523477803,723.6
-0.636661841,724
-0.751109732,724.4
-0.857418436,724.8
-0.942778496,725.2
-1.000904288,725.6
-1.033565277,726
-1.0410093,726.4
-1.018066669,726.8
-0.972492951,727.2
-0.929355508,727.6
-0.886561393,728
-0.828781021,728.4
-0.749748854,728.8
-0.651001382,729.2
-0.540822531,729.6
-0.421950731,730
-0.293936127,730.4
-0.159418632,730.8
-0.021702912,731.2
0.116538584,731.6
0.254693392,732
0.398063391,732.4
0.556444661,732.8
0.713614139,733.2
0.833505373,733.6
0.915191126,734
0.967408444,734.4
0.99289597,734.8
0.993790954,735.2
0.97530152,735.6
0.949193391,736
0.9313408,736.4
0.926372563,736.8
0.923308947,737.2
0.910927152,737.6
0.893050987,738
0.883651505,738.4
0.875065432,738.8
0.856919772,739.2
0.82963552,739.6
0.792924252,740
0.743681284,740.4
0.680940065,740.8
0.60458293,741.2
0.513145814,741.6
0.401022961,742
0.276091525,742.4
0.143758636,742.8
0.005419629,743.2
-0.133497541,743.6
-0.269161573,744
-0.400110341,744.4
-0.525248482,744.8
-0.642759127,745.2
-0.748177254,745.6
-0.834507477,746
-0.896833931,746.4
-0.930060334,746.8
-0.92127215,747.2
-0.854148266,747.6
-0.72977718,748
-0.579122877,748.4
-0.427054926,748.8
-0.288658675,749.2
-0.175937323,749.6
-0.097930158,750
-0.045003312,750.4
-0.002865907,750.8
0.035604656,751.2
0.074702317,751.6
0.120088043,752
0.155790783,752.4
0.162109381,752.8
0.131934331,753.2
0.067503083,753.6
-0.022395468,754
-0.128683313,754.4
-0.24464961,754.8
-0.36040972,755.2
-0.464361886,755.6
-0.549411002,756
-0.61449707,756.4
-0.662508619,756.8
-0.698349486,757.2
-0.72824546,757.6
-0.758626852,758
-0.789152273,758.4
-0.809297668,758.8
-0.806629887,759.2
-0.7771436,759.6
-0.715264196,760
-0.625064337,760.4
-0.517907998,760.8
-0.404671645,761.2
-0.298887907,761.6
-0.21533967,762
-0.157869241,762.4
-0.116625051,762.8
-0.08007131,763.2
-0.041794709,763.6
-0.002978946,764
0.032793688,764.4
0.065948859,764.8
0.099248921,765.2
0.139111711,765.6
0.194476096,766
0.251560888,766.4
0.294263959,766.8
0.323466382,767.2
0.34292509,767.6
0.351906866,768
0.343772231,768.4
0.311892901,768.8
0.258298212,769.2
0.193561697,769.6
0.128962643,770
0.071257413,770.4
0.024806752,770.8
-0.010033529,771.2
-0.039978238,771.6
-0.069698009,772
-0.097349967,772.4
-0.12211874,772.8
-0.143192149,773.2
-0.158745447,773.6
-0.167389031,774
-0.16950509,774.4
-0.167485034,774.8
-0.163387565,775.2
-0.163237158,775.6
-0.18865849,776
-0.24733048,776.4
-0.329429558,776.8
-0.430383347,777.2
-0.548899502,777.6
-0.679029667,778
-0.79270993,778.4
-0.857471205,778.8
-0.866036823,779.2
-0.822523827,779.6
-0.732161403,780
-0.601895105,780.4
-0.442831192,780.8
-0.274153353,781.2
-0.122869004,781.6
0.003763365,782
0.115784742,782.4
0.220975696,782.8
0.326468214,783.2
0.434997702,783.6
0.528149138,784
0.590903035,784.4
0.62238451,784.8
0.624629873,785.2
0.593499366,785.6
0.523852797,786
0.416548518,786.4
0.275246051,786.8
0.116759707,787.2
-0.031094258,787.6
-0.140843782,788
-0.206740192,788.4
-0.244744662,788.8
-0.269541447,789.2
-0.288914809,789.6
-0.30725106,790
-0.329368021,790.4
-0.363748645,790.8
-0.41790598,791.2
-0.479027766,791.6
-0.523526617,792
-0.532593407,792.4
-0.500311276,792.8
-0.450145434,793.2
-0.417049756,793.6
-0.409005189,794
-0.423240743,794.4
-0.457124258,794.8
-0.499398557,795.2
-0.534452537,795.6
-0.557118051,796
-0.565136825,796.4
-0.550677815,796.8
-0.51340406,797.2
-0.464385908,797.6
-0.42009085,798
-0.396190677,798.4
-0.397684236,798.8
-0.421799272,799.2
-0.464956901,799.6
-0.524920144,800
-0.60073356,800.4
-0.687992999,800.8
-0.765300904,801.2
-0.798715239,801.6
-0.77366858,802
-0.703498324,802.4
-0.614158358,802.8
-0.521113762,803.2
-0.431729749,803.6
-0.35622293,804
-0.302878628,804.4
-0.263875033,804.8
-0.222317077,805.2
-0.175029222,805.6
-0.123424004,806
-0.066935226,806.4
-0.006833633,806.8
0.054445427,807.2
0.115747099,807.6
0.179361602,808
0.249749929,808.4
0.326552644,808.8
0.398352815,809.2
0.449514563,809.6
0.474264214,810
0.480503806,810.4
0.48391392,810.8
0.489786059,811.2
0.487584711,811.6
0.468458087,812
0.425420115,812.4
0.346356127,812.8
0.224276722,813.2
0.059900936,813.6
-0.134626265,814
-0.333414824,814.4
-0.513380635,814.8
-0.670467246,815.2
-0.807620262,815.6
-0.926318914,816
-1.028658758,816.4
-1.114579452,816.8
-1.167821455,817.2
-1.17111407,817.6
-1.12407326,818
-1.039855619,818.4
-0.93445934,818.8
-0.812950666,819.2
-0.669457695,819.6
-0.509040136,820
-0.348777638,820.4
-0.203033801,820.8
-0.082494098,821.2
0.008723333,821.6
0.078290905,822
0.133144412,822.4
0.17939895,822.8
0.220044318,823.2
0.257173437,823.6
0.294544595,824
0.334413272,824.4
0.374018585,824.8
0.405526469,825.2
0.416234091,825.6
0.395842265,826
0.347450578,826.4
0.289658213,826.8
0.236273537,827.2
0.192281911,827.6
0.162474339,828
0.150628386,828.4
0.156616797,828.8
0.172747796,829.2
0.181514773,829.6
0.167666809,830
0.137266161,830.4
0.100752963,830.8
0.071964452,831.2
0.068298193,831.6
0.094202656,832
0.14617373,832.4
0.223003319,832.8
0.325141368,833.2
0.451347368,833.6
0.594801365,834
0.741014341,834.4
0.867294858,834.8
0.950243977,835.2
0.981098458,835.6
0.972768329,836
0.945230771,836.4
0.907908893,836.8
0.858232238,837.2
0.791732941,837.6
0.706599951,838
0.602922065,838.4
0.48198169,838.8
0.345350538,839.2
0.196157221,839.6
0.044928614,840
-0.104423349,840.4
-0.250164914,840.8
-0.390003841,841.2
-0.520562013,841.6
-0.637822609,842
-0.739040678,842.4
-0.822059042,842.8
-0.88590549,843.2
-0.932386111,843.6
-0.967622733,844
-0.999162845,844.4
-1.027759321,844.8
-1.04581588,845.2
-1.045334839,845.6
-1.030328531,846
-1.013103691,846.4
-1.000472541,846.8
-0.991801111,847.2
-0.984388105,847.6
-0.977117223,848
-0.970086583,848.4
-0.963594724,848.8
-0.957939714,849.2
-0.953483246,849.6
-0.950851577,850
-0.95149134,850.4
-0.95885001,850.8
-0.978076355,851.2
-1.010207831,851.6
-1.042372683,852
-1.051745831,852.4
-1.030507079,852.8
-0.980290171,853.2
-0.904996902,853.6
-0.813555212,854
-0.722110822,854.4
-0.640571829,854.8
-0.563018976,855.2
-0.48088204,855.6
-0.390378596,856
-0.290863357,856.4
-0.1830602,856.8
-0.068999319,857.2
0.047863743,857.6
0.164975322,858
0.281938453,858.4
0.395611483,858.8
0.488527022,859.2
0.544640977,859.6
0.565356356,860
0.560708068,860.4
0.54260279,860.8
0.52834378,861.2
0.537556549,861.6
0.576701099,862
0.633422224,862.4
0.698961026,862.8
0.767412921,863.2
0.821775636,863.6
0.838606241,864
0.814561136,864.4
0.756776722,864.8
0.670829951,865.2
0.571888772,865.6
0.474850236,866
0.388249553,866.4
0.316398905,866.8
0.261145792,867.2
0.222405946,867.6
0.197361876,868
0.177934553,868.4
0.154471573,868.8
0.134808359,869.2
0.147381567,869.6
0.2250727,870
0.321018917,870.4
0.411612952,870.8
0.492692709,871.2
0.564119941,871.6
0.624801882,872
0.670222836,872.4
0.689728986,872.8
0.665284994,873.2
0.584346583,873.6
0.451818126,874
0.27970931,874.4
0.086057376,874.8
-0.113039856,875.2
-0.310646933,875.6
-0.49092526,876
-0.638212634,876.4
-0.743525793,876.8
-0.799624918,877.2
-0.798531881,877.6
-0.743429953,878
-0.650343645,878.4
-0.529752052,878.8
-0.38627373,879.2
-0.23896473,879.6
-0.14197878,880
-0.081786139,880.4
-0.052846739,880.8
-0.056461097,881.2
-0.070065734,881.6
-0.077902707,882
-0.077237835,882.4
-0.06748641,882.8
-0.045029777,883.2
-0.017706639,883.6
-0.007148885,884
-0.021617107,884.4
-0.057026254,884.8
-0.098920569,885.2
-0.130960669,885.6
-0.152301405,886
-0.169911741,886.4
-0.188822983,886.8
-0.207078839,887.2
-0.225707852,887.6
-0.247405663,888
-0.265694479,888.4
-0.275739392,888.8
-0.278532648,889.2
-0.284206282,889.6
-0.305051087,890
-0.334455645,890.4
-0.349623536,890.8
-0.321804996,891.2
-0.251138916,891.6
-0.145173229,892
-0.008491539,892.4
0.150834063,892.8
0.313040318,893.2
0.456241952,893.6
0.57121521,894
0.649432237,894.4
0.682283256,894.8
0.663942979,895.2
0.603306037,895.6
0.520930864,896
0.437323726,896.4
0.373090238,896.8
0.339953802,897.2
0.339148147,897.6
0.362286454,898
0.387679013,898.4
0.392689201,898.8
0.359191407,899.2
0.283470833,899.6
0.186743591,900
0.090027632,900.4
0.006395433,900.8
-0.056432599,901.2
-0.09412105,901.6
-0.105591645,902
-0.094583454,902.4
-0.069945877,902.8
-0.044441439,903.2
-0.026834508,903.6
-0.016030995,904
-0.006337947,904.4
0.012799452,904.8
0.058299253,905.2
0.140290098,905.6
0.259529239,906
0.410249084,906.4
0.570282262,906.8
0.714180373,907.2
0.815097136,907.6
0.847981293,908
0.814988645,908.4
0.74540573,908.8
0.662400443,909.2
0.587289421,909.6
0.5340847,910
0.505679553,910.4
0.491115388,910.8
0.473114622,911.2
0.441522014,911.6
0.393413093,912
0.331222345,912.4
0.259358461,912.8
0.180495285,913.2
0.096339576,913.6
0.011049533,914
-0.065627575,914.4
-0.127760562,914.8
-0.178900186,915.2
-0.22709646,915.6
-0.287054262,916
-0.373947608,916.4
-0.486104373,916.8
-0.6140924,917.2
-0.744971407,917.6
-0.856055861,918
-0.93081521,918.4
-0.976627334,918.8
-0.992353795,919.2
-0.97913211,919.6
-0.950736553,920
-0.928523103,920.4
-0.922861711,920.8
-0.927457503,921.2
-0.932799727,921.6
-0.9310342,922
-0.914213397,922.4
-0.881018231,922.8
-0.837521937,923.2
-0.787032527,923.6
-0.726191259,924
-0.651492904,924.4
-0.563976837,924.8
-0.463640709,925.2
-0.350518301,925.6
-0.224859343,926
-0.086913497,926.4
0.056951978,926.8
0.190653877,927.2
0.298410135,927.6
0.376528831,928
0.437247139,928.4
0.493334049,928.8
0.542886407,929.2
0.580358225,929.6
0.605625445,930
0.624257502,930.4
0.645326267,930.8
0.678531942,931.2
0.72963987,931.6
0.785998671,932
0.822702392,932.4
0.824761043,932.8
0.792167972,933.2
0.728559921,933.6
0.637048687,934
0.532534277,934.4
0.429570394,934.8
0.33579163,935.2
0.254346806,935.6
0.184211861,936
0.119105484,936.4
0.053605123,936.8
-0.007109586,937.2
-0.049295801,937.6
-0.061323866,938
-0.043451619,938.4
-0.000486755,938.8
0.065002032,939.2
0.153679818,939.6
0.26553565,940
0.398825016,940.4
0.547951732,940.8
0.698087352,941.2
0.825735415,941.6
0.919559507,942
0.982441143,942.4
1.015733575,942.8
1.015361764,943.2
0.985071545,943.6
0.939989107,944
0.881353465,944.4
0.80519638,944.8
0.711096854,945.2
0.599351264,945.6
0.468091165,946
0.319395309,946.4
0.166914917,946.8
0.02529097,947.2
-0.094679494,947.6
-0.182706819,948
-0.237397303,948.4
-0.274780881,948.8
-0.306251017,949.2
-0.337992971,949.6
-0.36874689,950
-0.386016095,950.4
-0.376963955,950.8
-0.33609713,951.2
-0.262566021,951.6
-0.159060562,952
-0.033348892,952.4
0.104395517,952.8
0.242522366,953.2
0.365002412,953.6
0.453339627,954
0.489893752,954.4
0.496656922,954.8
0.490106086,955.2
0.477394377,955.6
0.471587733,956
0.487865504,956.4
0.530690609,956.8
0.589482114,957.2
0.639154729,957.6
0.651734369,958
0.609949302,958.4
0.527548968,958.8
0.427667429,959.2
0.332898833,959.6
0.262354113,960
0.223006079,960.4
0.21268267,960.8
0.222521888,961.2
0.23895172,961.6
0.248996637,962
0.239142233,962.4
0.199927653,962.8
0.137070459,963.2
0.0655705,963.6
0.006184103,964
-0.009860195,964.4
0.010376926,964.8
0.05463759,965.2
0.118096312,965.6
0.197082507,966
0.285465829,966.4
0.370598694,966.8
0.439610017,967.2
0.487389323,967.6
0.523451849,968
0.564194768,968.4
0.616560247,968.8
0.679499104,969.2
0.749435486,969.6
0.821127998,970
0.886119857,970.4
0.933029148,970.8
0.953962671,971.2
0.946696591,971.6
0.914647929,972
0.875878083,972.4
0.849066468,972.8
0.836183855,973.2
0.832028695,973.6
0.831510553,974
0.830125994,974.4
0.825183789,974.8
0.819052603,975.2
0.816005234,975.6
0.815234034,976
0.81314308,976.4
0.807245206,976.8
0.800070387,977.2
0.801164588,977.6
0.812916624,978
0.828116664,978.4
0.832729756,978.8
0.814952212,979.2
0.773084021,979.6
0.708943176,980
0.623125364,980.4
0.517755998,980.8
0.406032418,981.2
0.296256203,981.6
0.188167866,982
0.079418809,982.4
-0.033016033,982.8
-0.14947429,983.2
-0.268896813,983.6
-0.388867228,984
-0.504889177,984.4
-0.610831571,984.8
-0.703672015,985.2
-0.784343031,985.6
-0.850074829,986
-0.887992555,986.4
-0.89022348,986.8
-0.871661114,987.2
-0.850574689,987.6
-0.839281898,988
-0.846861203,988.4
-0.871656966,988.8
-0.904916424,989.2
-0.940146257,989.6
-0.970602198,990
-0.980382604,990.4
-0.961480324,990.8
-0.930703449,991.2
-0.896324565,991.6
-0.846604283,992
-0.775440074,992.4
-0.683571106,992.8
-0.573949239,993.2
-0.449944829,993.6
-0.314940794,994
-0.17230169,994.4
-0.025178791,994.8
0.124518153,995.2
0.278857412,995.6
0.444185394,996
0.615096038,996.4
0.754758099,996.8
0.840074439,997.2
0.881110453,997.6
0.895598094,998
0.897494842,998.4
0.893590265,998.8
0.881620434,999.2
0.855003768,999.6
0.810923254,1000
0.742733446,1000.4
0.649459119,1000.8
0.542592323,1001.2
0.430795326,1001.6
0.313303477,1002
0.189845009,1002.4
0.063285164,1002.8
-0.063501917,1003.2
-0.187961089,1003.6
-0.307613525,1004
-0.420422952,1004.4
-0.524864241,1004.8
-0.620260012,1005.2
-0.708218714,1005.6
-0.796571093,1006
-0.900087015,1006.4
-1.009755098,1006.8
-1.101391065,1007.2
-1.155937905,1007.6
-1.163204476,1008
-1.119744771,1008.4
-1.024823084,1008.8
-0.917871378,1009.2
-0.817951656,1009.6
-0.728133127,1010
-0.649164151,1010.4
-0.581672957,1010.8
-0.526278141,1011.2
-0.483907491,1011.6
-0.457416268,1012
-0.453336402,1012.4
-0.472339437,1012.8
-0.503494886,1013.2
-0.538667444,1013.6
-0.57666,1014
-0.610718134,1014.4
-0.631450998,1014.8
-0.639959119,1015.2
-0.637635408,1015.6
-0.623533861,1016
-0.592143701,1016.4
-0.529052906,1016.8
-0.417487752,1017.2
-0.262740949,1017.6
-0.085476976,1018
0.086363866,1018.4
0.211859619,1018.8
0.293976646,1019.2
0.334509324,1019.6
0.336224968,1020
0.323600101,1020.4
0.311262095,1020.8
0.296776769,1021.2
0.274888853,1021.6
0.248243898,1022
0.234284479,1022.4
0.229082304,1022.8
0.210665052,1023.2
0.177648068,1023.6
0.139958605,1024
0.101871855,1024.4
0.059698302,1024.8
0.016011002,1025.2
-0.026831859,1025.6
-0.068831353,1026
-0.113154857,1026.4
-0.167947312,1026.8
-0.251343883,1027.2
-0.379690944,1027.6
-0.53338705,1028
-0.690246346,1028.4
-0.833856435,1028.8
-0.947802857,1029.2
-1.007751005,1029.6
-0.990129998,1030
-0.904001493,1030.4
-0.772247934,1030.8
-0.612597293,1031.2
-0.438988978,1031.6
-0.269108593,1032
-0.132848911,1032.4
-0.040942197,1032.8
0.020240544,1033.2
0.063278331,1033.6
0.098268311,1034
0.130346851,1034.4
0.162388119,1034.8
0.199816321,1035.2
0.245323511,1035.6
0.277281266,1036
0.278613152,1036.4
0.244492505,1036.8
0.185673691,1037.2
0.130436717,1037.6
0.081815473,1038
0.040715343,1038.4
0.00887213,1038.8
-0.014029681,1039.2
-0.032364002,1039.6
-0.056475557,1040
-0.098720528,1040.4
-0.165959528,1040.8
-0.261096069,1041.2
-0.388073398,1041.6
-0.545748963,1042
-0.712845043,1042.4
-0.858177434,1042.8
-0.957669246,1043.2
-1.001540853,1043.6
-0.986632778,1044
-0.911541392,1044.4
-0.786692716,1044.8
-0.640220048,1045.2
-0.504883181,1045.6
-0.384318513,1046
-0.270395449,1046.4
-0.153664413,1046.8
-0.027896641,1047.2
0.107864757,1047.6
0.253410086,1048
0.398749655,1048.4
0.52749553,1048.8
0.622004144,1049.2
0.668661527,1049.6
0.662376866,1050
0.606263066,1050.4
0.509056149,1050.8
0.385099943,1051.2
0.25824022,1051.6
0.156055519,1052
0.084948498,1052.4
0.034608747,1052.8
-0.003745672,1053.2
-0.036371159,1053.6
-0.074026939,1054
-0.138067834,1054.4
-0.212338043,1054.8
-0.260786154,1055.2
-0.273238742,1055.6
-0.260280895,1056
-0.231169461,1056.4
-0.191369647,1056.8
-0.150324066,1057.2
-0.119840285,1057.6
-0.111527373,1058
-0.133866716,1058.4
-0.188736517,1058.8
-0.269478007,1059.2
-0.363797014,1059.6
-0.460269692,1060
-0.549033062,1060.4
-0.622429604,1060.8
-0.680871937,1061.2
-0.730276842,1061.6
-0.780172506,1062
-0.836133157,1062.4
-0.896353535,1062.8
-0.957652651,1063.2
-1.016648225,1063.6
-1.063695005,1064
-1.071266629,1064.4
-1.041022898,1064.8
-1.002839303,1065.2
-0.975123736,1065.6
-0.955274425,1066
-0.937257188,1066.4
-0.924548946,1066.8
-0.92106016,1067.2
-0.926770827,1067.6
-0.939979468,1068
-0.952699007,1068.4
-0.952560859,1068.8
-0.931417719,1069.2
-0.886193746,1069.6
-0.815169878,1070
-0.717199188,1070.4
-0.588775938,1070.8
-0.436093593,1071.2
-0.275500535,1071.6
-0.112547614,1072
0.050642505,1072.4
0.195681347,1072.8
0.312771047,1073.2
0.400532701,1073.6
0.460450847,1074
0.49358737,1074.4
0.499249441,1074.8
0.47515956,1075.2
0.417592199,1075.6
0.322550283,1076
0.191105478,1076.4
0.033365329,1076.8
-0.140121579,1077.2
-0.318303419,1077.6
-0.486541856,1078
-0.635752466,1078.4
-0.764319807,1078.8
-0.864534402,1079.2
-0.921799623,1079.6
-0.93142704,1080
-0.905707538,1080.4
-0.868218364,1080.8
-0.831194903,1081.2
-0.791562949,1081.6
-0.754294469,1082
-0.731737251,1082.4
-0.718994203,1082.8
-0.712712172,1083.2
-0.713835191,1083.6
-0.726824981,1084
-0.759202166,1084.4
-0.806533524,1084.8
-0.853570325,1085.2
-0.890287976,1085.6
-0.911175754,1086
-0.910370433,1086.4
-0.881775608,1086.8
-0.82414705,1087.2
-0.740113952,1087.6
-0.633920925,1088
-0.509059802,1088.4
-0.366967516,1088.8
-0.214706871,1089.2
-0.07052213,1089.6
0.048687897,1090
0.139156292,1090.4
