r_l_VM,Time
0.20221522,1090.8
0.238106288,1091.2
0.245934908,1091.6
0.224281563,1092
0.171987422,1092.4
0.089204575,1092.8
-0.022552918,1093.2
-0.161247421,1093.6
-0.318808113,1094
-0.475617242,1094.4
-0.617226527,1094.8
-0.741589967,1095.2
-0.846197093,1095.6
-0.926664364,1096
-0.984860112,1096.4
-1.027219357,1096.8
-1.042265069,1097.2
-1.018211396,1097.6
-0.965616328,1098
-0.901195437,1098.4
-0.833952203,1098.8
-0.76907494,1099.2
-0.7108708,1099.6
-0.661514701,1100
-0.621792933,1100.4
-0.592346499,1100.8
-0.573680732,1101.2
-0.565875758,1101.6
-0.568479054,1102
-0.581097366,1102.4
-0.60536807,1102.8
-0.645679411,1103.2
-0.696330892,1103.6
-0.740356837,1104
-0.776236287,1104.4
-0.811535853,1104.8
-0.849899781,1105.2
-0.89064602,1105.6
-0.928988697,1106
-0.954264441,1106.4
-0.95602056,1106.8
-0.94395648,1107.2
-0.93606444,1107.6
-0.931684594,1108
-0.918731028,1108.4
-0.888309716,1108.8
-0.840432003,1109.2
-0.784960365,1109.6
-0.73188398,1110
-0.687456388,1110.4
-0.656631808,1110.8
-0.644318726,1111.2
-0.646484022,1111.6
-0.639205043,1112
-0.604373984,1112.4
-0.542360291,1112.8
-0.458396992,1113.2
-0.363935421,1113.6
-0.283195411,1114
-0.22934252,1114.4
-0.20263602,1114.8
-0.199765636,1115.2
-0.21775737,1115.6
-0.255102246,1116
-0.309762153,1116.4
-0.376861957,1116.8
-0.44876681,1117.2
-0.51778239,1117.6
-0.575456108,1118
-0.614120629,1118.4
-0.636687751,1118.8
-0.657329276,1119.2
-0.685576286,1119.6
-0.722845827,1120
-0.766082399,1120.4
-0.807049424,1120.8
-0.830529872,1121.2
-0.825233563,1121.6
-0.804657738,1122
-0.783900073,1122.4
-0.759303043,1122.8
-0.72625993,1123.2
-0.693795422,1123.6
-0.668482122,1124
-0.651174558,1124.4
-0.641148373,1124.8
-0.639608411,1125.2
-0.649034431,1125.6
-0.671433046,1126
-0.708767195,1126.4
-0.758932779,1126.8
-0.80329525,1127.2
-0.817602299,1127.6
-0.792242509,1128
-0.734401174,1128.4
-0.657519621,1128.8
-0.573380074,1129.2
-0.495560704,1129.6
-0.430577606,1130
-0.374525966,1130.4
-0.321020167,1130.8
-0.263208203,1131.2
-0.190546445,1131.6
-0.085167881,1132
0.046437513,1132.4
0.165420656,1132.8
0.24940524,1133.2
0.308920735,1133.6
0.357547101,1134
0.399203124,1134.4
0.433304437,1134.8
0.458397906,1135.2
0.474105511,1135.6
0.483558124,1136
0.498010879,1136.4
0.538573048,1136.8
0.616332571,1137.2
0.707448221,1137.6
0.78219579,1138
0.819143921,1138.4
0.80919139,1138.8
0.767574555,1139.2
0.717193038,1139.6
0.673711969,1140
0.642011166,1140.4
0.622474054,1140.8
0.614040747,1141.2
0.61248541,1141.6
0.602324207,1142
0.581063357,1142.4
0.568162371,1142.8
0.566187083,1143.2
0.559175548,1143.6
0.535636196,1144
0.503560082,1144.4
0.475860463,1144.8
0.461149572,1145.2
0.466197288,1145.6
0.498555757,1146
0.554010908,1146.4
0.600207555,1146.8
0.600114153,1147.2
0.547038107,1147.6
0.455187459,1148
0.350041066,1148.4
0.251079496,1148.8
0.155316251,1149.2
0.05920158,1149.6
-0.036613884,1150
-0.130418638,1150.4
-0.220913275,1150.8
-0.308164226,1151.2
-0.395029935,1151.6
-0.488596862,1152
-0.596646507,1152.4
-0.716555214,1152.8
-0.827678067,1153.2
-0.900126806,1153.6
-0.924751258,1154
-0.912797788,1154.4
-0.87350721,1154.8
-0.812788807,1155.2
-0.739729071,1155.6
-0.675121488,1156
-0.641338573,1156.4
-0.624866562,1156.8
-0.598734258,1157.2
-0.552908918,1157.6
-0.486542371,1158
-0.406448437,1158.4
-0.318465935,1158.8
-0.225043874,1159.2
-0.127331441,1159.6
-0.020998044,1160
0.102618028,1160.4
0.230741171,1160.8
0.332693654,1161.2
0.394378641,1161.6
0.420707834,1162
0.433193234,1162.4
0.448670898,1162.8
0.465133659,1163.2
0.466702782,1163.6
0.450733326,1164
0.422890358,1164.4
0.377588178,1164.8
0.305543022,1165.2
0.204821012,1165.6
0.084525651,1166
-0.033653171,1166.4
-0.138170602,1166.8
-0.235892686,1167.2
-0.331805065,1167.6
-0.43775259,1168
-0.562251775,1168.4
-0.663566169,1168.8
-0.71525351,1169.2
-0.715521969,1169.6
-0.671841831,1170
-0.603849708,1170.4
-0.549755189,1170.8
-0.517381623,1171.2
-0.49622504,1171.6
-0.471454975,1172
-0.437746088,1172.4
-0.395109691,1172.8
-0.335661975,1173.2
-0.254679587,1173.6
-0.158785552,1174
-0.060246858,1174.4
0.034479262,1174.8
0.125996028,1175.2
0.216493491,1175.6
0.309678401,1176
0.406848951,1176.4
0.495109478,1176.8
0.551371509,1177.2
0.562602684,1177.6
0.547011115,1178
0.544778146,1178.4
0.547168833,1178.8
0.539052157,1179.2
0.511335298,1179.6
0.44832763,1180
0.327666396,1180.4
0.175928174,1180.8
0.023372899,1181.2
-0.120492792,1181.6
-0.247505875,1182
-0.34468812,1182.4
-0.399872908,1182.8
-0.412237077,1183.2
-0.386330521,1183.6
-0.323225496,1184
-0.219716191,1184.4
-0.073434536,1184.8
0.111942042,1185.2
0.320213981,1185.6
0.525437121,1186
0.697399399,1186.4
0.817182838,1186.8
0.883327499,1187.2
0.900087383,1187.6
0.867938991,1188
0.783170177,1188.4
0.64116457,1188.8
0.445378927,1189.2
0.220968405,1189.6
0.005930913,1190
-0.168651376,1190.4
-0.300684746,1190.8
-0.398005381,1191.2
-0.460717935,1191.6
-0.487436652,1192
-0.475565494,1192.4
-0.414373654,1192.8
-0.291995839,1193.2
-0.133337311,1193.6
0.037659291,1194
0.207004464,1194.4
0.359408974,1194.8
0.479243133,1195.2
0.55885403,1195.6
0.595943886,1196
0.589830001,1196.4
0.540243874,1196.8
0.446528765,1197.2
0.306687866,1197.6
0.119677851,1198
-0.096756399,1198.4
-0.308116696,1198.8
-0.486463532,1199.2
-0.619640063,1199.6
-0.707288732,1200
-0.750725008,1200.4
-0.74994402,1200.8
-0.703773407,1201.2
-0.6086541,1201.6
-0.458466347,1202
-0.26088845,1202.4
-0.048975878,1202.8
0.132453178,1203.2
0.278782223,1203.6
0.403738557,1204
0.516220381,1204.4
0.619827527,1204.8
0.718486335,1205.2
0.815286491,1205.6
0.901868407,1206
0.95790652,1206.4
0.966637696,1206.8
0.923850968,1207.2
0.83881192,1207.6
0.733165109,1208
0.620210651,1208.4
0.497620138,1208.8
0.363272239,1209.2
0.216486975,1209.6
0.057367046,1210
-0.106576998,1210.4
-0.252877471,1210.8
-0.365824881,1211.2
-0.455004547,1211.6
-0.539749457,1212
-0.62834488,1212.4
-0.712371697,1212.8
-0.777788973,1213.2
-0.75959449,1213.6
-0.723216371,1214
-0.671268653,1214.4
-0.606365374,1214.8
-0.531120569,1215.2
-0.448148277,1215.6
-0.360062533,1216
-0.269477375,1216.4
-0.17900684,1216.8
-0.091264964,1217.2
-0.008865785,1217.6
0.065576662,1218
0.135600413,-2.640721153
-0.090467423,-2.247508012
-0.2797042,-1.854294871
-0.434434577,-1.461081729
-0.556983214,-1.067868588
-0.649674771,-0.674655447
-0.714833908,-0.281442306
-0.754785284,0.111770835
-0.771853561,0.504983977
-0.768363397,0.898197118
-0.746639452,1.291410259
-0.702826153,1.6846234
-0.626752311,2.077836541
-0.56075551,2.471049682
-0.51596408,2.864262824
-0.475704124,3.257475965
-0.429200715,3.650689106
-0.373478911,4.043902247
-0.309358446,4.437115388
-0.237939087,4.83032853
-0.156214509,5.223541671
-0.053041118,5.616754812
0.082564403,6.009967953
0.242259709,6.403181094
0.396012483,6.796394235
0.512679819,7.189607377
0.596579871,7.582820518
0.66375412,7.976033659
0.728322005,8.3692468
0.806316306,8.762459941
0.892973276,9.155673083
0.965697769,9.548886224
1.001378948,9.942099365
1.007384403,10.33531251
1.007816068,10.72852565
1.001165897,11.12173879
0.965560152,11.51495193
0.90131397,11.90816507
0.821840877,12.30137821
0.738541407,12.69459135
0.660381587,13.08780449
0.597328232,13.48101764
0.557232341,13.87423078
0.51643552,14.26744392
0.451210037,14.66065706
0.367674887,15.0538702
0.275371811,15.44708334
0.178095998,15.84029648
0.081320526,16.23350962
-0.008235583,16.62672277
-0.085608004,17.01993591
-0.151718302,17.41314905
-0.212767488,17.80636219
-0.270561218,18.19957533
-0.322475731,18.59278847
-0.370811512,18.98600161
-0.404438332,19.37921475
-0.410781382,19.77242789
-0.397840589,20.16564104
-0.374664779,20.55885418
-0.343695337,20.95206732
-0.307463903,21.34528046
-0.277578791,21.7384936
-0.279580523,22.13170674
-0.316730229,22.52491988
-0.376218946,22.91813302
-0.450828237,23.31134617
-0.535681512,23.70455931
-0.626663626,24.09777245
-0.721860714,24.49098559
-0.819899769,24.88419873
-0.917316229,25.27741187
-1.007185941,25.67062501
-1.074506371,26.06383815
-1.108256591,26.45705129
-1.111857876,26.85026444
-1.089155943,27.24347758
-1.046650774,27.63669072
-0.98637587,28.02990386
-0.899528627,28.423117
-0.783072371,28.81633014
-0.639477526,29.20954328
-0.46982967,29.60275642
-0.278758041,29.99596957
-0.076398267,30.38918271
0.125698019,30.78239585
0.314284755,31.17560899
0.476025999,31.56882213
0.597877467,31.96203527
0.668950955,32.35524841
0.684381268,32.74846155
0.643723645,33.14167469
0.547286842,33.53488784
0.398589159,33.92810098
0.202324127,34.32131412
-0.022393305,34.71452726
-0.231592371,35.1077404
-0.391856192,35.50095354
-0.485649621,35.89416668
-0.51127123,36.28737982
-0.489084609,36.68059297
-0.438839954,37.07380611
-0.370934951,37.46701925
-0.297538925,37.86023239
-0.23173954,38.25344553
-0.178322001,38.64665867
-0.13118288,39.03987181
-0.083047281,39.43308495
-0.033904442,39.82629809
0.005899273,40.21951124
0.021703404,40.61272438
0.00410195,41.00593752
-0.050631871,41.39915066
-0.14137417,41.7923638
-0.256089791,42.18557694
-0.358612391,42.57879008
-0.40753726,42.97200322
-0.397428254,43.36521637
-0.345891118,43.75842951
-0.283199309,44.15164265
-0.240317412,44.54485579
-0.22672475,44.93806893
-0.239643303,45.33128207
-0.278526027,45.72449521
-0.339751678,46.11770835
-0.402088207,46.51092149
-0.442524755,46.90413464
-0.455257544,47.29734778
-0.450454445,47.69056092
-0.452065965,48.08377406
-0.478770776,48.4769872
-0.53021052,48.87020034
-0.600301247,49.26341348
-0.680139507,49.65662662
-0.749711111,50.04983977
-0.780048444,50.44305291
-0.75528622,50.83626605
-0.679410451,51.22947919
-0.566133437,51.62269233
-0.432461996,52.01590547
-0.297111364,52.40911861
-0.17524285,52.80233175
-0.077240848,53.1955449
-0.009749314,53.58875804
0.028972359,53.98197118
0.049051664,54.37518432
0.052894658,54.76839746
0.034011036,55.1616106
-0.011583301,55.55482374
-0.092234279,55.94803688
-0.208593557,56.34125002
-0.351172719,56.73446317
-0.510326173,57.12767631
-0.669326608,57.52088945
-0.79859274,57.91410259
-0.875173812,58.30731573
-0.900686802,58.70052887
-0.887331081,59.09374201
-0.84935322,59.48695515
-0.804710939,59.8801683
-0.76770698,60.27338144
-0.741887317,60.66659458
-0.7266748,61.05980772
-0.72263982,61.45302086
-0.733307827,61.846234
-0.755875863,62.23944714
-0.772379066,62.63266028
-0.779880377,63.02587342
-0.785254963,63.41908657
-0.797255465,63.81229971
-0.818381959,64.20551285
-0.845746426,64.59872599
-0.873261008,64.99193913
-0.891962988,65.38515227
-0.894914226,65.77836541
-0.887903114,66.17157855
-0.88399002,66.5647917
-0.885429864,66.95800484
-0.889082583,67.35121798
-0.896630586,67.74443112
-0.908926002,68.13764426
-0.925713719,68.5308574
-0.946419677,68.92407054
-0.969935703,69.31728368
-0.993000726,69.71049682
-1.006038253,70.10370997
-1.003170228,70.49692311
-1.004532882,70.89013625
-1.025286278,71.28334939
-1.049443903,71.67656253
-1.038313418,72.06977567
-0.995906545,72.46298881
-0.937845566,72.85620195
-0.868317449,73.2494151
-0.786763408,73.64262824
-0.696095917,74.03584138
-0.607135608,74.42905452
-0.528871023,74.82226766
-0.467048981,75.2154808
-0.426269824,75.60869394
-0.405808323,76.00190708
-0.40473186,76.39512022
-0.422705592,76.78833337
-0.459555204,77.18154651
-0.515315446,77.57475965
-0.590328124,77.96797279
-0.684662712,78.36118593
-0.795391442,78.75439907
-0.91007097,79.14761221
-0.99995039,79.54082535
-1.030013388,79.9340385
-1.024643021,80.32725164
-1.002371631,80.72046478
-0.96244379,81.11367792
-0.90822017,81.50689106
-0.849905593,81.9001042
-0.799203577,82.29331734
-0.75932465,82.68653048
-0.728618001,83.07974363
-0.70724089,83.47295677
-0.696120665,83.86616991
-0.695330716,84.25938305
-0.704799993,84.65259619
-0.72788119,85.04580933
-0.768189778,85.43902247
-0.820214804,85.83223561
-0.881914817,86.22544875
-0.940308569,86.6186619
-0.975634536,87.01187504
-0.967039983,87.40508818
-0.899629247,87.79830132
-0.790715775,88.19151446
-0.655403992,88.5847276
-0.493654084,88.97794074
-0.306414882,89.37115388
-0.103518486,89.76436703
0.093047272,90.15758017
0.262213641,90.55079331
0.391102171,90.94400645
0.480869492,91.33721959
0.544500117,91.73043273
0.590500528,92.12364587
0.619646429,92.51685901
0.630068555,92.91007215
0.625524698,93.3032853
0.617464023,93.69649844
0.615548849,94.08971158
0.635035056,94.48292472
0.665133617,94.87613786
0.684062013,95.269351
0.682570292,95.66256414
0.659118535,96.05577728
0.614972939,96.44899043
0.551134742,96.84220357
0.464855537,97.23541671
0.346554567,97.62862985
0.18784458,98.02184299
-0.007418672,98.41505613
-0.234469663,98.80826927
-0.47568251,99.20148241
-0.6849433,99.59469555
-0.842883681,99.9879087
-0.934742856,100.3811218
-0.948484034,100.774335
-0.885614437,101.1675481
-0.76233443,101.5607613
-0.602403501,101.9539744
-0.432171204,102.3471875
-0.28177259,102.7404007
-0.163037423,103.1336138
-0.072677313,103.526827
-0.008650748,103.9200401
0.02930447,104.3132532
0.040008744,104.7064664
0.018513738,105.0996795
-0.039859723,105.4928927
-0.133548027,105.8861058
-0.260917521,106.279319
-0.421547627,106.6725321
-0.594610828,107.0657452
-0.732345647,107.4589584
-0.816420656,107.8521715
-0.836579393,108.2453847
-0.799526333,108.6385978
-0.72803707,109.0318109
-0.641623818,109.4250241
-0.544504306,109.8182372
-0.437010612,110.2114504
-0.319980318,110.6046635
-0.194705765,110.9978766
-0.062066917,111.3910898
0.078235619,111.7843029
0.222422173,112.1775161
0.34788993,112.5707292
0.429458708,112.9639424
0.459170267,113.3571555
0.438929167,113.7503686
0.368248929,114.1435818
0.247199802,114.5367949
0.089048952,114.9300081
-0.069653881,115.3232212
-0.200658174,115.7164343
-0.29620637,116.1096475
-0.355616156,116.5028606
-0.376779386,116.8960738
-0.347635219,117.2892869
-0.265218638,117.6825
-0.157397562,118.0757132
-0.045002933,118.4689263
0.058378134,118.8621395
0.143780589,119.2553526
0.224681732,119.6485658
0.307334017,120.0417789
0.375901979,120.434992
0.423941831,120.8282052
0.455956833,121.2214183
0.47481567,121.6146315
0.480801481,122.0078446
0.4676448,122.4010577
0.431807653,122.7942709
0.383541212,123.187484
0.329293972,123.5806972
0.265507618,123.9739103
0.192253789,124.3671234
0.120834759,124.7603366
0.064512833,125.1535497
0.017364369,125.5467629
-0.037341576,125.939976
-0.095779956,126.3331892
-0.145830857,126.7264023
-0.166220697,127.1196154
-0.125426866,127.5128286
-0.023800399,127.9060417
0.105673245,128.2992549
0.229443921,128.692468
0.331966859,129.0856811
0.408875986,129.4788943
0.457893346,129.8721074
0.477469676,130.2653206
0.469519815,130.6585337
0.438690868,131.0517468
0.38333175,131.44496
0.29953618,131.8381731
0.190979939,132.2313863
0.069816032,132.6245994
-0.049422771,133.0178126
-0.150489696,133.4110257
-0.218657251,133.8042388
-0.243318822,134.197452
-0.220166785,134.5906651
-0.161015546,134.9838783
-0.092059697,135.3770914
-0.04469288,135.7703045
-0.047104184,136.1635177
-0.103977905,136.5567308
-0.190840969,136.949944
-0.274051627,137.3431571
-0.325560399,137.7363702
-0.329404377,138.1295834
-0.285252642,138.5227965
-0.203502125,138.9160097
-0.104273635,139.3092228
-0.011025529,139.702436
0.059779227,140.0956491
0.110704397,140.4888622
0.169084369,140.8820754
0.257832527,141.2752885
0.390149877,141.6685017
0.553650089,142.0617148
0.711586186,142.4549279
0.820889615,142.8481411
0.857842761,143.2413542
0.822705608,143.6345674
0.724921971,144.0277805
0.579829855,144.4209936
0.408298098,144.8142068
0.228990293,145.2074199
0.050965295,145.6006331
-0.122316439,145.9938462
-0.284406407,146.3870594
-0.424100782,146.7802725
-0.545496497,147.1734856
-0.660239251,147.5666988
-0.766444849,147.9599119
-0.846746662,148.3531251
-0.883679202,148.7463382
-0.879255295,149.1395513
-0.841599486,149.5327645
-0.79541957,149.9259776
-0.764393522,150.3191908
-0.756320558,150.7124039
-0.767112291,151.105617
-0.7910578,151.4988302
-0.822485318,151.8920433
-0.857460876,152.2852565
-0.89443953,152.6784696
-0.932032663,153.0716828
-0.968445067,153.4648959
-1.000049227,153.858109
-1.015633353,154.2513222
-0.997142358,154.6445353
-0.946503057,155.0377485
-0.882637794,155.4309616
-0.817777961,155.8241747
-0.757497597,156.2173879
-0.705073607,156.610601
-0.663558754,157.0038142
-0.637029261,157.3970273
-0.626213998,157.7902404
-0.613776651,158.1834536
-0.578758077,158.5766667
-0.523240986,158.9698799
-0.466179511,159.363093
-0.420561014,159.7563062
-0.393416328,160.1495193
-0.387893109,160.5427324
-0.403103129,160.9359456
-0.435795528,161.3291587
-0.480205749,161.7223719
-0.527922142,162.115585
-0.573961055,162.5087981
-0.623725437,162.9020113
-0.674908725,163.2952244
-0.711752358,163.6884376
-0.725481558,164.0816507
-0.725988126,164.4748638
-0.725751441,164.868077
-0.72679271,165.2612901
-0.719772228,165.6545033
-0.68996285,166.0477164
-0.643620879,166.4409296
-0.609446403,166.8341427
-0.601409302,167.2273558
-0.600584756,167.620569
-0.586703227,168.0137821
-0.54992073,168.4069953
-0.484078478,168.8002084
-0.39203952,169.1934215
-0.295492738,169.5866347
-0.213252634,169.9798478
-0.150157929,170.373061
-0.097610656,170.7662741
-0.042942657,171.1594873
0.009290337,171.5527004
0.038464625,171.9459135
0.03028165,172.3391267
-0.00078601,172.7323398
-0.034108778,173.125553
-0.064720762,173.5187661
-0.097416911,173.9119792
-0.129044687,174.3051924
-0.147258203,174.6984055
-0.131203527,175.0916187
-0.061011822,175.4848318
0.05989024,175.8780449
0.210936508,176.2712581
0.367651842,176.6644712
0.500722125,177.0576844
0.581461299,177.4508975
0.603833903,177.8441107
0.579219667,178.2373238
0.523845954,178.6305369
0.451742292,179.0237501
0.377039124,179.4169632
0.312666616,179.8101764
0.261422952,180.2033895
0.222323081,180.5966026
0.186132487,180.9898158
0.140499613,181.3830289
0.082275507,181.7762421
0.018579817,182.1694552
-0.049551457,182.5626683
-0.129303403,182.9558815
-0.219990834,183.3490946
-0.313141523,183.7423078
-0.405365591,184.1355209
-0.492457447,184.5287341
-0.56689327,184.9219472
-0.618707338,185.3151603
-0.632164924,185.7083735
-0.582848276,186.1015866
-0.468945327,186.4947998
-0.324055362,186.8880129
-0.170835789,187.281226
-0.034040161,187.6744392
0.05800551,188.0676523
0.110395161,188.4608655
0.147333076,188.8540786
0.178343048,189.2472917
0.203824524,189.6405049
0.222055124,190.033718
0.233527024,190.4269312
0.246165256,190.8201443
0.272912534,191.2133575
0.310704709,191.6065706
0.343941354,191.9997837
0.363580763,192.3929969
0.367841332,192.78621
0.358008606,193.1794232
0.335022025,193.5726363
0.294134283,193.9658494
0.213238448,194.3590626
0.076844143,194.7522757
-0.095310654,195.1454889
-0.288062163,195.538702
-0.484732544,195.9319151
-0.658655764,196.3251283
-0.795844145,196.7183414
-0.899638082,197.1115546
-0.970994027,197.5047677
-1.008976731,197.8979809
-1.014760186,198.291194
-0.995580872,198.6844071
-0.967540604,199.0776203
-0.946934045,199.4708334
-0.937761227,199.8640466
-0.937302533,200.2572597
-0.942736523,200.6504728
-0.953056456,201.043686
-0.968589181,201.4368991
-0.989459357,201.8301123
-1.010911486,202.2233254
-1.019606824,202.6165385
-1.003325139,203.0097517
-0.966354799,203.4029648
-0.921424909,203.796178
-0.876665713,204.1893911
-0.8364482,204.5826043
-0.804036785,204.9758174
-0.783127848,205.3690305
-0.77601473,205.7622437
-0.774948722,206.1554568
-0.763738563,206.54867
-0.731122955,206.9418831
-0.673358087,207.3350962
-0.592715311,207.7283094
-0.492469494,208.1215225
-0.372956053,208.5147357
-0.227096481,208.9079488
-0.050605178,209.3011619
0.13024426,209.6943751
0.294614756,210.0875882
0.436179781,210.4808014
0.546436784,210.8740145
0.610131079,211.2672277
0.616653726,211.6604408
0.564658251,212.0536539
0.453092905,212.4468671
0.280796615,212.8400802
0.058135698,213.2332934
-0.186440906,213.6265065
-0.40877278,214.0197196
-0.577477537,214.4129328
-0.686610608,214.8061459
-0.736895769,215.1993591
-0.725556783,215.5925722
-0.644995101,215.9857853
-0.491805855,216.3789985
-0.278948889,216.7722116
-0.041850856,217.1654248
0.171298345,217.5586379
0.342480429,217.9518511
0.463992257,218.3450642
0.511208392,218.7382773
0.495152494,219.1314905
0.446002943,219.5247036
0.371863733,219.9179168
0.276052472,220.3111299
0.168687379,220.704343
0.074729993,221.0975562
0.023109193,221.4907693
0.005275513,221.8839825
-0.002336802,222.2771956
-0.01058048,222.6704087
-0.018380527,223.0636219
-0.021039632,223.456835
-0.017777781,223.8500482
-0.020644871,224.2432613
-0.053782101,224.6364745
-0.121705674,225.0296876
-0.204098993,225.4229007
-0.290976275,225.8161139
-0.380103402,226.209327
-0.463822072,226.6025402
-0.498542222,226.9957533
-0.469872152,227.3889664
-0.409905086,227.7821796
-0.333385289,228.1753927
-0.242152666,228.5686059
-0.135799587,228.961819
-0.028529627,229.3550321
0.043125867,229.7482453
0.075054104,230.1414584
0.076352658,230.5346716
0.048261692,230.9278847
-0.011087387,231.3210979
-0.103585768,231.714311
-0.224566683,232.1075241
-0.353714286,232.5007373
-0.454663402,232.8939504
-0.503149933,233.2871636
-0.508426066,233.6803767
-0.48439416,234.0735898
-0.441260864,234.466803
-0.389227222,234.8600161
-0.346509677,235.2532293
-0.330409736,235.6464424
-0.338130497,236.0396555
-0.364808988,236.4328687
-0.402268785,236.8260818
-0.443022139,237.219295
-0.484399368,237.6125081
-0.517213833,238.0057213
-0.536186837,238.3989344
-0.542211712,238.7921475
-0.543694718,239.1853607
-0.547361512,239.5785738
-0.547881132,239.971787
-0.529090782,240.3650001
-0.48155184,240.7582132
-0.40934322,241.1514264
-0.322191605,241.5446395
-0.227444992,241.9378527
-0.128137491,242.3310658
-0.025136193,242.7242789
0.079090057,243.1174921
0.171610184,243.5107052
0.232685462,243.9039184
0.256945539,244.2971315
0.270560325,244.6903447
0.308548915,245.0835578
0.373647776,245.4767709
0.442627961,245.8699841
0.4897205,246.2631972
0.495521671,246.6564104
0.44850112,247.0496235
0.35133355,247.4428366
0.21921089,247.8360498
0.071728512,248.2292629
-0.077385452,248.6224761
-0.222252435,249.0156892
-0.359443138,249.4089023
-0.485741594,249.8021155
-0.598877774,250.1953286
-0.69949393,250.5885418
-0.794027875,250.9817549
-0.894684191,251.3749681
-1.005300586,251.7681812
-1.105851891,252.1613943
-1.158464697,252.5546075
-1.144112463,252.9478206
-1.081545431,253.3410338
-0.994239401,253.7342469
-0.887285795,254.12746
-0.756454264,254.5206732
-0.59823934,254.9138863
-0.414231423,255.3070995
-0.220574452,255.7003126
-0.038666947,256.0935257
0.12612841,256.4867389
0.277081362,256.879952
0.416456604,257.2731652
0.545989354,257.6663783
0.667625593,258.0595915
0.776062985,258.4528046
0.854032931,258.8460177
0.885127437,259.2392309
0.863064479,259.632444
0.794264587,260.0256572
0.698204333,260.4188703
0.59991984,260.8120834
0.51710325,261.2052966
0.461556513,261.5985097
0.437416659,261.9917229
0.429061254,262.384936
0.418207899,262.7781491
0.391844551,263.1713623
0.33875001,263.5645754
0.261041273,263.9577886
0.173182448,264.3510017
0.08355484,264.7442149
-0.003111094,265.137428
-0.082715474,265.5306411
-0.156176156,265.9238543
-0.234100912,266.3170674
-0.329602822,266.7102806
-0.445017918,267.1034937
-0.574535826,267.4967068
-0.707959945,267.88992
-0.828290732,268.2831331
-0.913820115,268.6763463
-0.955673253,269.0695594
-0.958519961,269.4627725
-0.937776635,269.8559857
-0.914786047,270.2491988
-0.894584599,270.642412
-0.874224142,271.0356251
-0.859693957,271.4288383
-0.844974309,271.8220514
-0.826065535,272.2152645
-0.810687305,272.6084777
-0.801133896,273.0016908
-0.798277615,273.394904
-0.805706036,273.7881171
-0.814588696,274.1813302
-0.817396259,274.5745434
-0.81983993,274.9677565
-0.827134314,275.3609697
-0.840174731,275.7541828
-0.856180963,276.1473959
-0.869694991,276.5406091
-0.879368406,276.9338222
-0.887922974,277.3270354
-0.89777393,277.7202485
-0.911022434,278.1134617
-0.93061459,278.5066748
-0.958094543,278.8998879
-0.98296453,279.2931011
-0.984387436,279.6863142
-0.972914244,280.0795274
-0.972666452,280.4727405
-0.984086001,280.8659536
-0.995133395,281.2591668
-0.990078593,281.6523799
-0.950617837,282.0455931
-0.875682068,282.4388062
-0.772975524,282.8320193
-0.641987156,283.2252325
-0.489752944,283.6184456
-0.3370747,284.0116588
-0.201604841,284.4048719
-0.093876903,284.7980851
-0.021473064,285.1912982
0.010403948,285.5845113
0.010782332,285.9777245
0.006051358,286.3709376
0.015512359,286.7641508
0.04590311,287.1573639
0.08518536,287.550577
0.114964951,287.9437902
0.13631586,288.3370033
0.150203857,288.7302165
0.153202404,289.1234296
0.146449992,289.5166427
0.129956365,289.9098559
0.102022454,290.303069
0.065832114,290.6962822
0.030359774,291.0894953
-0.005360391,291.4827085
-0.048151124,291.8759216
-0.095317753,292.2691347
-0.140527081,292.6623479
-0.175732048,293.055561
-0.185622301,293.4487742
-0.147545386,293.8419873
-0.059920564,294.2352004
0.047827977,294.6284136
0.154666091,295.0216267
0.261663823,295.4148399
0.374001784,295.808053
0.486678828,296.2012661
0.57878929,296.5944793
0.640693031,296.9876924
0.675957767,297.3809056
0.688199632,297.7741187
0.684616688,298.1673319
0.680436553,298.560545
0.689889139,298.9537581
0.710499485,299.3469713
0.741786716,299.7401844
0.783176674,300.1333976
0.832874919,300.5266107
0.888446991,300.9198238
0.945216721,301.313037
0.992860412,301.7062501
1.015908556,302.0994633
1.013061432,302.4926764
1.003788443,302.8858895
1.009733498,303.2791027
1.032357324,303.6723158
1.054793322,304.065529
1.053120786,304.4587421
1.017338841,304.8519553
0.950666555,305.2451684
0.858263738,305.6383815
0.744122156,306.0315947
0.610427402,306.4248078
0.455712382,306.818021
0.274154724,307.2112341
0.075138832,307.6044472
-0.1167888,307.9976604
-0.283053438,308.3908735
-0.412639569,308.7840867
-0.495498211,309.1772998
-0.520342247,309.5705129
-0.52629397,309.9637261
-0.520076095,310.3569392
-0.477820043,310.7501524
-0.388431047,311.1433655
-0.264081506,311.5365787
-0.126584249,311.9297918
0.00927049,312.3230049
0.145429786,312.7162181
0.283739866,313.1094312
0.418590067,313.5026444
0.54257023,313.8958575
0.64969351,314.2890706
0.737622909,314.6822838
0.803528191,315.0754969
0.843384498,315.4687101
0.864742662,315.8619232
0.873114047,316.2551363
0.876057302,316.6483495
0.876140951,317.0415626
0.86352367,317.4347758
0.811994849,317.8279889
0.756052205,318.2212021
0.725754942,318.6144152
0.717501534,319.0076283
0.714762519,319.4008415
0.714633617,319.7940546
0.720926177,320.1872678
0.736819566,320.5804809
0.764577346,320.973694
0.803368487,321.3669072
0.850540578,321.7601203
0.90378005,322.1533335
0.958620179,322.5465466
