r_r_lPFC,Time
-0.948669521,1096.4
-0.99795873,1096.8
-1.019782161,1097.2
-1.011165467,1097.6
-0.972320404,1098
-0.915565061,1098.4
-0.86993443,1098.8
-0.849337803,1099.2
-0.844382133,1099.6
-0.845899206,1100
-0.849899004,1100.4
-0.855801434,1100.8
-0.864698144,1101.2
-0.87727151,1101.6
-0.893781783,1102
-0.914253408,1102.4
-0.938455189,1102.8
-0.965433452,1103.2
-0.991800056,1103.6
-1.008386064,1104
-1.006638416,1104.4
-0.999032353,1104.8
-1.007319084,1105.2
-1.028859678,1105.6
-1.044124156,1106
-1.037501226,1106.4
-1.00276535,1106.8
-0.947954946,1107.2
-0.888337501,1107.6
-0.832927432,1108
-0.786533712,1108.4
-0.754574353,1108.8
-0.741812552,1109.2
-0.746830921,1109.6
-0.760522306,1110
-0.7662265,1110.4
-0.749299477,1110.8
-0.704561482,1111.2
-0.631460791,1111.6
-0.532595056,1112
-0.41977726,1112.4
-0.309596923,1112.8
-0.213972121,1113.2
-0.13974655,1113.6
-0.090570332,1114
-0.066780872,1114.4
-0.0606724,1114.8
-0.048316184,1115.2
-0.008960472,1115.6
0.050014488,1116
0.113568676,1116.4
0.169732341,1116.8
0.21220057,1117.2
0.242977563,1117.6
0.264511893,1118
0.281200735,1118.4
0.302318792,1118.8
0.334572916,1119.2
0.378907847,1119.6
0.435518814,1120
0.495782933,1120.4
0.544303628,1120.8
0.570084241,1121.2
0.573189549,1121.6
0.555845538,1122
0.520243973,1122.4
0.472816936,1122.8
0.42147286,1123.2
0.376527504,1123.6
0.346215618,1124
0.326246093,1124.4
0.30963365,1124.8
0.287239318,1125.2
0.251526118,1125.6
0.207436634,1126
0.158027958,1126.4
0.089989534,1126.8
0.003007505,1127.2
-0.080034218,1127.6
-0.143020581,1128
-0.183813158,1128.4
-0.212910799,1128.8
-0.239236043,1129.2
-0.263066772,1129.6
-0.281664216,1130
-0.290048114,1130.4
-0.277304007,1130.8
-0.227128895,1131.2
-0.131926125,1131.6
0.005126407,1132
0.172450772,1132.4
0.351106925,1132.8
0.522484998,1133.2
0.665748126,1133.6
0.758854613,1134
0.789356599,1134.4
0.743304638,1134.8
0.647259724,1135.2
0.528168407,1135.6
0.397062955,1136
0.263081702,1136.4
0.144727061,1136.8
0.050799347,1137.2
-0.028388077,1137.6
-0.101539106,1138
-0.175245949,1138.4
-0.252680607,1138.8
-0.328113875,1139.2
-0.38712878,1139.6
-0.417493148,1140
-0.412885108,1140.4
-0.371216519,1140.8
-0.293521598,1141.2
-0.186695148,1141.6
-0.072456173,1142
0.022860661,1142.4
0.088075,1142.8
0.121106457,1143.2
0.122185531,1143.6
0.092276621,1144
0.036574912,1144.4
-0.018277355,1144.8
-0.067992667,1145.2
-0.110224625,1145.6
-0.138971595,1146
-0.160676363,1146.4
-0.183855482,1146.8
-0.207459037,1147.2
-0.227835103,1147.6
-0.241413363,1148
-0.241636749,1148.4
-0.216899531,1148.8
-0.15786606,1149.2
-0.065474196,1149.6
0.057007049,1150
0.207410187,1150.4
0.38168322,1150.8
0.566969145,1151.2
0.737278204,1151.6
0.869625592,1152
0.956461342,1152.4
0.995604863,1152.8
0.985106756,1153.2
0.922941529,1153.6
0.808712713,1154
0.651551491,1154.4
0.475175654,1154.8
0.302355143,1155.2
0.140688289,1155.6
-0.014294766,1156
-0.165163861,1156.4
-0.31117113,1156.8
-0.450243538,1157.2
-0.579912539,1157.6
-0.697403991,1158
-0.799284846,1158.4
-0.882684563,1158.8
-0.946571438,1159.2
-0.986083191,1159.6
-0.999858013,1160
-0.993630105,1160.4
-0.977913536,1160.8
-0.963414667,1161.2
-0.954891588,1161.6
-0.952359364,1162
-0.956278347,1162.4
-0.970759961,1162.8
-0.99871923,1163.2
-1.02786223,1163.6
-1.041060627,1164
-1.026506957,1164.4
-0.976782614,1164.8
-0.89788582,1165.2
-0.808933783,1165.6
-0.723336974,1166
-0.646614662,1166.4
-0.580875853,1166.8
-0.526898685,1167.2
-0.484834138,1167.6
-0.454639735,1168
-0.436703791,1168.4
-0.430810749,1168.8
-0.432498117,1169.2
-0.442765001,1169.6
-0.466234088,1170
-0.503985102,1170.4
-0.556236995,1170.8
-0.623540815,1171.2
-0.707215137,1171.6
-0.809415629,1172
-0.928146277,1172.4
-1.042307191,1172.8
-1.117436275,1173.2
-1.137344591,1173.6
-1.103091105,1174
-1.022283739,1174.4
-0.908733611,1174.8
-0.777436013,1175.2
-0.641322713,1175.6
-0.514332903,1176
-0.402494962,1176.4
-0.299506499,1176.8
-0.197116971,1177.2
-0.091740372,1177.6
0.016860303,1178
0.12748748,1178.4
0.238808898,1178.8
0.351546188,1179.2
0.469626317,1179.6
0.57813766,1180
0.656568879,1180.4
0.690594336,1180.8
0.676998694,1181.2
0.620916675,1181.6
0.534931823,1182
0.43735102,1182.4
0.338717868,1182.8
0.237754686,1183.2
0.130860051,1183.6
0.015647995,1184
-0.106485862,1184.4
-0.229993607,1184.8
-0.35527452,1185.2
-0.481669457,1185.6
-0.597597672,1186
-0.690733285,1186.4
-0.758122258,1186.8
-0.80172402,1187.2
-0.823136759,1187.6
-0.82405974,1188
-0.805894283,1188.4
-0.771722069,1188.8
-0.735321636,1189.2
-0.720877668,1189.6
-0.727252266,1190
-0.73882439,1190.4
-0.740832837,1190.8
-0.726495204,1191.2
-0.694664819,1191.6
-0.6461281,1192
-0.581379986,1192.4
-0.499332478,1192.8
-0.398353408,1193.2
-0.280239881,1193.6
-0.151026714,1194
-0.020102155,1194.4
0.108376572,1194.8
0.236445649,1195.2
0.36313508,1195.6
0.485720108,1196
0.60055508,1196.4
0.703139223,1196.8
0.788446121,1197.2
0.851744392,1197.6
0.883815881,1198
0.870970506,1198.4
0.815827306,1198.8
0.734009116,1199.2
0.646524226,1199.6
0.568420876,1200
0.50770043,1200.4
0.470835786,1200.8
0.457339946,1201.2
0.455228226,1201.6
0.453004449,1202
0.441270398,1202.4
0.409419396,1202.8
0.353635502,1203.2
0.275596959,1203.6
0.182566712,1204
0.090793522,1204.4
0.007655731,1204.8
-0.072387532,1205.2
-0.151310391,1205.6
-0.23011382,1206
-0.310472799,1206.4
-0.394706218,1206.8
-0.486246844,1207.2
-0.590192729,1207.6
-0.704503004,1208
-0.813428117,1208.4
-0.905825753,1208.8
-0.974939069,1209.2
-1.017307042,1209.6
-1.033321206,1210
-1.028611115,1210.4
-1.016117884,1210.8
-1.008379421,1211.2
-1.006789234,1211.6
-1.008888093,1212
-1.0110464,1212.4
-1.007301084,1212.8
-0.999801242,1213.2
-0.996315852,1213.6
-0.992537286,1214
-0.988764489,1214.4
-0.985296409,1214.8
-0.982431993,1215.2
-0.980470186,1215.6
-0.979709936,1216
-0.980450189,1216.4
-0.982989891,1216.8
-0.987627991,1217.2
-0.994663434,1217.6
-1.004395166,1218
-0.288519011,-2.640721153
-0.323713131,-2.247508012
-0.331345727,-1.854294871
-0.314793828,-1.461081729
-0.277434459,-1.067868588
-0.222644648,-0.674655447
-0.153801421,-0.281442306
-0.074281805,0.111770835
0.012537172,0.504983977
0.103278485,0.898197118
0.194565107,1.291410259
0.260183597,1.6846234
0.319902559,2.077836541
0.377719003,2.471049682
0.434926807,2.864262824
0.490340221,3.257475965
0.541809117,3.650689106
0.585206857,4.043902247
0.615014591,4.437115388
0.632481174,4.83032853
0.648153538,5.223541671
0.678497836,5.616754812
0.728630387,6.009967953
0.791284774,6.403181094
0.858809352,6.796394235
0.922387759,7.189607377
0.969428566,7.582820518
0.989932712,7.976033659
0.989227776,8.3692468
0.982660436,8.762459941
0.977178514,9.155673083
0.971453618,9.548886224
0.965243732,9.942099365
0.959298809,10.33531251
0.954486471,10.72852565
0.95189497,11.12173879
0.953724126,11.51495193
0.963035025,11.90816507
0.979979293,12.30137821
0.999381616,12.69459135
1.005930723,13.08780449
0.984269193,13.48101764
0.931120161,13.87423078
0.862432404,14.26744392
0.794499279,14.66065706
0.734915888,15.0538702
0.68655183,15.44708334
0.649946976,15.84029648
0.624141358,16.23350962
0.60697704,16.62672277
0.596104558,17.01993591
0.594540172,17.41314905
0.610589616,17.80636219
0.641532871,18.19957533
0.685961666,18.59278847
0.740544864,18.98600161
0.786923262,19.37921475
0.807035685,19.77242789
0.784939877,20.16564104
0.704856116,20.55885418
0.572413792,20.95206732
0.415175387,21.34528046
0.26412743,21.7384936
0.144800476,22.13170674
0.063517229,22.52491988
0.017587308,22.91813302
0.005176219,23.31134617
0.024931021,23.70455931
0.075275306,24.09777245
0.154529771,24.49098559
0.261656033,24.88419873
0.396647727,25.27741187
0.554006576,25.67062501
0.713869556,26.06383815
0.860035626,26.45705129
0.974776363,26.85026444
1.035727311,27.24347758
1.034374437,27.63669072
0.971773284,28.02990386
0.858195107,28.423117
0.714944626,28.81633014
0.556073188,29.20954328
0.384470264,29.60275642
0.203155111,29.99596957
0.015488627,30.38918271
-0.179600863,30.78239585
-0.388805348,31.17560899
-0.600643261,31.56882213
-0.774526833,31.96203527
-0.882986819,32.35524841
-0.91957583,32.74846155
-0.886215645,33.14167469
-0.789232368,33.53488784
-0.643911918,33.92810098
-0.470760631,34.32131412
-0.285784783,34.71452726
-0.096103697,35.1077404
0.094456166,35.50095354
0.27951893,35.89416668
0.45288314,36.28737982
0.609467598,36.68059297
0.744638379,37.07380611
0.853494375,37.46701925
0.930619682,37.86023239
0.970768741,38.25344553
0.971927632,38.64665867
0.944109201,39.03987181
0.919766187,39.43308495
0.928486436,39.82629809
0.961003495,40.21951124
0.993013931,40.61272438
0.995774487,41.00593752
0.964030379,41.39915066
0.912254117,41.7923638
0.847300322,42.18557694
0.78030355,42.57879008
0.72546929,42.97200322
0.68735185,43.36521637
0.662787113,43.75842951
0.649924743,44.15164265
0.648618019,44.54485579
0.659639497,44.93806893
0.684614306,45.33128207
0.725899086,45.72449521
0.783990509,46.11770835
0.849601866,46.51092149
0.906397051,46.90413464
0.953781448,47.29734778
0.993780398,47.69056092
1.013945992,48.08377406
0.989423559,48.4769872
0.906686216,48.87020034
0.787291648,49.26341348
0.652604218,49.65662662
0.501570158,50.04983977
0.335182466,50.44305291
0.157238793,50.83626605
-0.027966536,51.22947919
-0.217569066,51.62269233
-0.408006527,52.01590547
-0.582398323,52.40911861
-0.714910735,52.80233175
-0.794566039,53.1955449
-0.835928277,53.58875804
-0.856370917,53.98197118
-0.868344989,54.37518432
-0.873399702,54.76839746
-0.859016722,55.1616106
-0.826325704,55.55482374
-0.791547456,55.94803688
-0.77057854,56.34125002
-0.766760575,56.73446317
-0.777856879,57.12767631
-0.803645878,57.52088945
-0.843190899,57.91410259
-0.887043212,58.30731573
-0.921756317,58.70052887
-0.943866363,59.09374201
-0.952943517,59.48695515
-0.935274904,59.8801683
-0.869843439,60.27338144
-0.750848678,60.66659458
-0.596563427,61.05980772
-0.430002954,61.45302086
-0.256292405,61.846234
-0.07580624,62.23944714
0.107631463,62.63266028
0.288935388,63.02587342
0.463295396,63.41908657
0.625603187,63.81229971
0.764510874,64.20551285
0.86429523,64.59872599
0.923448894,64.99193913
0.951540775,65.38515227
0.962108553,65.77836541
0.969867104,66.17157855
0.973707005,66.5647917
0.95492909,66.95800484
0.904114304,67.35121798
0.825883415,67.74443112
0.723003709,68.13764426
0.59566632,68.5308574
0.447494586,68.92407054
0.293869161,69.31728368
0.154282069,69.71049682
0.035826377,70.10370997
-0.067527499,70.49692311
-0.163009974,70.89013625
-0.254495678,71.28334939
-0.345499875,71.67656253
-0.441389405,72.06977567
-0.541993209,72.46298881
-0.636962566,72.85620195
-0.721224033,73.2494151
-0.786040645,73.64262824
-0.815999486,74.03584138
-0.809996615,74.42905452
-0.775618039,74.82226766
-0.715814349,75.2154808
-0.630734766,75.60869394
-0.519022334,76.00190708
-0.378178999,76.39512022
-0.212580406,76.78833337
-0.033463028,77.18154651
0.144739871,77.57475965
0.31158567,77.96797279
0.461114536,78.36118593
0.590345057,78.75439907
0.697165171,79.14761221
0.778363579,79.54082535
0.830565765,79.9340385
0.851701756,80.32725164
0.843077035,80.72046478
0.813891565,81.11367792
0.785304475,81.50689106
0.777009131,81.9001042
0.790608571,82.29331734
0.819833887,82.68653048
0.860443581,83.07974363
0.911164518,83.47295677
0.970578064,83.86616991
1.026347743,84.25938305
1.047818894,84.65259619
1.013314305,85.04580933
0.928607999,85.43902247
0.81210363,85.83223561
0.673188123,86.22544875
0.514251883,86.6186619
0.339275183,87.01187504
0.153257929,87.40508818
-0.039815684,87.79830132
-0.239422737,88.19151446
-0.448367826,88.5847276
-0.655015922,88.97794074
-0.828382298,89.37115388
-0.944787406,89.76436703
-0.995395573,90.15758017
-0.978768534,90.55079331
-0.894272344,90.94400645
-0.746112097,91.33721959
-0.555701882,91.73043273
-0.361708883,92.12364587
-0.197776294,92.51685901
-0.07612214,92.91007215
0.003418136,93.3032853
0.040358669,93.69649844
0.031065717,94.08971158
-0.01552796,94.48292472
-0.074191893,94.87613786
-0.133685386,95.269351
-0.207486215,95.66256414
-0.309570148,96.05577728
-0.437679585,96.44899043
-0.573576555,96.84220357
-0.69902592,97.23541671
-0.798476843,97.62862985
-0.852224527,98.02184299
-0.848823975,98.41505613
-0.788098161,98.80826927
-0.681616877,99.20148241
-0.550766534,99.59469555
-0.412717106,99.9879087
-0.271509397,100.3811218
-0.127540186,100.774335
0.018565886,101.1675481
0.169719733,101.5607613
0.337461929,101.9539744
0.531082685,102.3471875
0.733076684,102.7404007
0.902594372,103.1336138
1.002631387,103.526827
1.021055241,103.9200401
0.960731212,104.3132532
0.829107954,104.7064664
0.644028118,105.0996795
0.434147408,105.4928927
0.213749431,105.8861058
-0.030641308,106.279319
-0.293660953,106.6725321
-0.524672842,107.0657452
-0.698835685,107.4589584
-0.810491417,107.8521715
-0.857739747,108.2453847
-0.838967471,108.6385978
-0.75323577,109.0318109
-0.602558291,109.4250241
-0.397696151,109.8182372
-0.16593749,110.2114504
0.063865885,110.6046635
0.280890773,110.9978766
0.480161136,111.3910898
0.656980947,111.7843029
0.809162908,112.1775161
0.938941324,112.5707292
1.043799446,112.9639424
1.111645531,113.3571555
1.12542418,113.7503686
1.070713612,114.1435818
0.972189671,114.5367949
0.866665509,114.9300081
0.745149366,115.3232212
0.60370228,115.7164343
0.448048953,116.1096475
0.285134557,116.5028606
0.125151479,116.8960738
-0.02330984,117.2892869
-0.157107048,117.6825
-0.276172268,118.0757132
-0.381628357,118.4689263
-0.473843388,118.8621395
-0.544889627,119.2553526
-0.584042643,119.6485658
-0.591656256,120.0417789
-0.573366872,120.434992
-0.542643129,120.8282052
-0.516501797,121.2214183
-0.508748496,121.6146315
-0.528021531,122.0078446
-0.569875264,122.4010577
-0.627346656,122.7942709
-0.698325205,123.187484
-0.784248647,123.5806972
-0.88133211,123.9739103
-0.965735212,124.3671234
-1.007086497,124.7603366
-0.994883989,125.1535497
-0.933222736,125.5467629
-0.828879122,125.939976
-0.686853165,126.3331892
-0.508607996,126.7264023
-0.297704914,127.1196154
-0.077154438,127.5128286
0.120453109,127.9060417
0.276586727,128.2992549
0.384489672,128.692468
0.451437341,129.0856811
0.490892416,129.4788943
0.510808765,129.8721074
0.513060364,130.2653206
0.489592637,130.6585337
0.424869729,131.0517468
0.317426198,131.44496
0.194774623,131.8381731
0.097726268,132.2313863
0.045789553,132.6245994
0.036430148,133.0178126
0.06462462,133.4110257
0.12673506,133.8042388
0.218077066,134.197452
0.329686711,134.5906651
0.445282484,134.9838783
0.546840092,135.3770914
0.628606926,135.7703045
0.695606731,136.1635177
0.75769903,136.5567308
0.823442563,136.949944
0.887913647,137.3431571
0.935588331,137.7363702
0.950407032,138.1295834
0.916999936,138.5227965
0.829479349,138.9160097
0.701606944,139.3092228
0.556324472,139.702436
0.41188787,140.0956491
0.276144624,140.4888622
0.149709632,140.8820754
0.031315191,141.2752885
-0.080680481,141.6685017
-0.18929995,142.0617148
-0.300515994,142.4549279
-0.4054855,142.8481411
-0.479612146,143.2413542
-0.509420512,143.6345674
-0.493129259,144.0277805
-0.440289656,144.4209936
-0.374144963,144.8142068
-0.318132943,145.2074199
-0.283176662,145.6006331
-0.271261171,145.9938462
-0.28125476,146.3870594
-0.311720538,146.7802725
-0.357851334,147.1734856
-0.398016205,147.5666988
-0.410958176,147.9599119
-0.410199475,148.3531251
-0.418283007,148.7463382
-0.446621445,149.1395513
-0.499556778,149.5327645
-0.578084285,149.9259776
-0.680402146,150.3191908
-0.786654223,150.7124039
-0.856963555,151.105617
-0.875195808,151.4988302
-0.843701443,151.8920433
-0.774506676,152.2852565
-0.683289291,152.6784696
-0.578505775,153.0716828
-0.461141201,153.4648959
-0.3315979,153.858109
-0.19070786,154.2513222
-0.037904655,154.6445353
0.132001878,155.0377485
0.32728455,155.4309616
0.537508416,155.8241747
0.733300836,156.2173879
0.889353119,156.610601
0.981418698,157.0038142
0.998489351,157.3970273
0.955323166,157.7902404
0.872448006,158.1834536
0.774687715,158.5766667
0.692135492,158.9698799
0.630798754,159.363093
0.587942752,159.7563062
0.565677148,160.1495193
0.558978539,160.5427324
0.54772714,160.9359456
0.518666856,161.3291587
0.469722011,161.7223719
0.402745429,162.115585
0.318789291,162.5087981
0.21736069,162.9020113
0.107493063,163.2952244
0.009852624,163.6884376
-0.066657796,164.0816507
-0.137591554,164.4748638
-0.222883919,164.868077
-0.315866944,165.2612901
-0.396663533,165.6545033
-0.460921389,166.0477164
-0.512864395,166.4409296
-0.557124574,166.8341427
-0.590769669,167.2273558
-0.597431805,167.620569
-0.569851702,168.0137821
-0.520764449,168.4069953
-0.467830087,168.8002084
-0.412410543,169.1934215
-0.352110158,169.5866347
-0.290621286,169.9798478
-0.239618505,170.373061
-0.196524573,170.7662741
-0.140130552,171.1594873
-0.05289643,171.5527004
0.059876788,171.9459135
0.178916736,172.3391267
0.287022814,172.7323398
0.374745862,173.125553
0.42552649,173.5187661
0.428549559,173.9119792
0.391490747,174.3051924
0.332462175,174.6984055
0.275368953,175.0916187
0.241841357,175.4848318
0.234825971,175.8780449
0.248736345,176.2712581
0.277526328,176.6644712
0.316805022,177.0576844
0.364818737,177.4508975
0.410210301,177.8441107
0.442540289,178.2373238
0.470052868,178.6305369
0.503431194,179.0237501
0.547125626,179.4169632
0.601877793,179.8101764
0.664889901,180.2033895
0.728559381,180.5966026
0.779949886,180.9898158
0.811228454,181.3830289
0.836075668,181.7762421
0.876515056,182.1694552
0.928202475,182.5626683
0.967675991,182.9558815
0.978775428,183.3490946
0.953800403,183.7423078
0.887878395,184.1355209
0.774337038,184.5287341
0.621185101,184.9219472
0.459619189,185.3151603
0.304142813,185.7083735
0.163996701,186.1015866
0.048412139,186.4947998
-0.035839267,186.8880129
-0.082791789,187.281226
-0.087888408,187.6744392
-0.058757927,188.0676523
-0.015346598,188.4608655
0.02801048,188.8540786
0.072765415,189.2472917
0.132953124,189.6405049
0.210626267,190.033718
0.287267705,190.4269312
0.347766957,190.8201443
0.390763642,191.2133575
0.417062273,191.6065706
0.429831132,191.9997837
0.44225567,192.3929969
0.475239673,192.78621
0.528777016,193.1794232
0.580294345,193.5726363
0.614973422,193.9658494
0.625611557,194.3590626
0.607837898,194.7522757
0.565304285,195.1454889
0.507743698,195.538702
0.433403976,195.9319151
0.339281581,196.3251283
0.237902968,196.7183414
0.151398972,197.1115546
0.098400155,197.5047677
0.08283497,197.8979809
0.104041465,198.291194
0.160114887,198.6844071
0.231090411,199.0776203
0.305326707,199.4708334
0.387023223,199.8640466
0.47705274,200.2572597
0.560189738,200.6504728
0.614574872,201.043686
0.639167828,201.4368991
0.642796327,201.8301123
0.63774581,202.2233254
0.638524663,202.6165385
0.650926945,203.0097517
0.665769378,203.4029648
0.667799511,203.796178
0.647537115,204.1893911
0.601480219,204.5826043
0.527127876,204.9758174
0.424030125,205.3690305
0.303732811,205.7622437
0.181622062,206.1554568
0.06321367,206.54867
-0.053206452,206.9418831
-0.153490563,207.3350962
-0.237809602,207.7283094
-0.315348927,208.1215225
-0.386330766,208.5147357
-0.447089295,208.9079488
-0.495162146,209.3011619
-0.533567193,209.6943751
-0.557046148,210.0875882
-0.550990645,210.4808014
-0.523533248,210.8740145
-0.487022092,211.2672277
-0.440121323,211.6604408
-0.379122534,212.0536539
-0.311468831,212.4468671
-0.253455116,212.8400802
-0.209508672,213.2332934
-0.168379907,213.6265065
-0.12257747,214.0197196
-0.074717792,214.4129328
-0.032472132,214.8061459
-0.011710542,215.1993591
-0.033428422,215.5925722
-0.102495297,215.9857853
-0.214796273,216.3789985
-0.355755094,216.7722116
-0.51910759,217.1654248
-0.702993314,217.5586379
-0.872381752,217.9518511
-0.9853459,218.3450642
-1.031579983,218.7382773
-1.011249971,219.1314905
-0.928257509,219.5247036
-0.793485174,219.9179168
-0.627552362,220.3111299
-0.454872275,220.704343
-0.295035761,221.0975562
-0.162824168,221.4907693
-0.068471161,221.8839825
-0.011065096,222.2771956
0.022847246,222.6704087
0.044917879,223.0636219
0.061104061,223.456835
0.075923902,223.8500482
0.095339986,224.2432613
0.125566597,224.6364745
0.157954713,225.0296876
0.191430027,225.4229007
0.244769271,225.8161139
0.322836805,226.209327
0.408963625,226.6025402
0.484126565,226.9957533
0.536621074,227.3889664
0.559311274,227.7821796
0.545037725,228.1753927
0.484645186,228.5686059
0.371619381,228.961819
0.209426725,229.3550321
0.011863902,229.7482453
-0.198107018,230.1414584
-0.398048204,230.5346716
-0.57729196,230.9278847
-0.730519248,231.3210979
-0.852734131,231.714311
-0.93269862,232.1075241
-0.966131617,232.5007373
-0.965342716,232.8939504
-0.94028029,233.2871636
-0.902540613,233.6803767
-0.870840901,234.0735898
-0.862517622,234.466803
-0.871089604,234.8600161
-0.874925019,235.2532293
-0.859000108,235.6464424
-0.816731861,236.0396555
-0.74695203,236.4328687
-0.652543486,236.8260818
-0.537946162,237.219295
-0.405364639,237.6125081
-0.252821718,238.0057213
-0.078708301,238.3989344
0.091391877,238.7921475
0.229275698,239.1853607
0.325863359,239.5785738
0.385993128,239.971787
0.421812852,240.3650001
0.434312308,240.7582132
0.412274609,241.1514264
0.346870782,241.5446395
0.238630757,241.9378527
0.099487845,242.3310658
-0.04876463,242.7242789
-0.192521459,243.1174921
-0.33075922,243.5107052
-0.458748826,243.9039184
-0.563769582,244.2971315
-0.642949298,244.6903447
-0.700491646,245.0835578
-0.736976038,245.4767709
-0.755227426,245.8699841
-0.769248313,246.2631972
-0.807512467,246.6564104
-0.876572456,247.0496235
-0.957963353,247.4428366
-1.015496847,247.8360498
-1.01563271,248.2292629
-0.959885157,248.6224761
-0.866830459,249.0156892
-0.742571466,249.4089023
-0.603192018,249.8021155
-0.469239523,250.1953286
-0.353195732,250.5885418
-0.260829302,250.9817549
-0.192739817,251.3749681
-0.1447483,251.7681812
-0.115671049,252.1613943
-0.115151469,252.5546075
-0.14713374,252.9478206
-0.208721075,253.3410338
-0.298293201,253.7342469
-0.413904836,254.12746
-0.55196559,254.5206732
-0.704504308,254.9138863
-0.855127433,255.3070995
-0.985284644,255.7003126
-1.085047428,256.0935257
-1.138266826,256.4867389
-1.132086182,256.879952
-1.071523545,257.2731652
-0.973918652,257.6663783
-0.848897104,258.0595915
-0.698452465,258.4528046
-0.525973728,258.8460177
-0.336750058,259.2392309
-0.136774011,259.632444
0.06800091,260.0256572
0.272128897,260.4188703
0.470273409,260.8120834
0.656797495,261.2052966
0.830000346,261.5985097
0.989907818,261.9917229
1.11677477,262.384936
1.177645629,262.7781491
1.15902141,263.1713623
1.065823568,263.5645754
0.918510122,263.9577886
0.744805983,264.3510017
0.562261466,264.7442149
0.375452719,265.137428
0.183227684,265.5306411
-0.012865886,265.9238543
-0.208109682,266.3170674
-0.396582149,266.7102806
-0.57205327,267.1034937
-0.728337543,267.4967068
-0.859585308,267.88992
-0.960789238,268.2831331
-1.028937238,268.6763463
-1.06546652,269.0695594
-1.077287276,269.4627725
-1.067513237,269.8559857
-1.041399062,270.2491988
-1.001873413,270.642412
-0.936705786,271.0356251
-0.834560779,271.4288383
-0.687319019,271.8220514
-0.515964898,272.2152645
-0.345596569,272.6084777
-0.192382166,273.0016908
-0.066292445,273.394904
0.03033309,273.7881171
0.096984771,274.1813302
0.132520548,274.5745434
0.134939235,274.9677565
0.101315615,275.3609697
0.029559085,275.7541828
-0.079279643,276.1473959
-0.221015784,276.5406091
-0.388161267,276.9338222
-0.566252307,277.3270354
-0.730955716,277.7202485
-0.86716225,278.1134617
-0.979285454,278.5066748
-1.052271306,278.8998879
-1.057591471,279.2931011
-0.997385511,279.6863142
-0.902003646,280.0795274
-0.782195651,280.4727405
-0.63596872,280.8659536
-0.466240003,281.2591668
-0.27864877,281.6523799
-0.08002655,282.0455931
0.122080412,282.4388062
0.319943579,282.8320193
0.507005401,283.2252325
0.67928381,283.6184456
0.833318818,284.0116588
0.960951939,284.4048719
1.04891201,284.7980851
1.093081878,285.1912982
1.09503123,285.5845113
1.05842015,285.9777245
0.999708292,286.3709376
0.951287263,286.7641508
0.923035799,287.1573639
0.889308044,287.550577
0.832120043,287.9437902
0.746288961,288.3370033
0.632516977,288.7302165
0.493051194,289.1234296
0.329635351,289.5166427
0.146768556,289.9098559
-0.038892072,290.303069
-0.204406805,290.6962822
-0.333967298,291.0894953
-0.420552259,291.4827085
-0.463327754,291.8759216
-0.462952861,292.2691347
-0.414667893,292.6623479
-0.317415417,293.055561
-0.192395512,293.4487742
-0.060703775,293.8419873
0.062064523,294.2352004
0.163265601,294.6284136
0.246524731,295.0216267
0.312903458,295.4148399
0.362824169,295.808053
0.395988438,296.2012661
0.409114355,296.5944793
0.397257285,296.9876924
0.354885491,297.3809056
0.289705753,297.7741187
0.225860154,298.1673319
0.181697814,298.560545
0.158597327,298.9537581
0.145412591,299.3469713
0.131683237,299.7401844
0.116845198,300.1333976
0.105105857,300.5266107
0.088431695,300.9198238
0.05584459,301.313037
0.012776232,301.7062501
-0.02940861,302.0994633
-0.050691241,302.4926764
-0.025590267,302.8858895
0.045079796,303.2791027
0.145640861,303.6723158
0.26083371,304.065529
0.378469678,304.4587421
0.490501008,304.8519553
0.593255551,305.2451684
0.672495173,305.6383815
0.707178517,306.0315947
0.693084865,306.4248078
0.636347946,306.818021
0.550039453,307.2112341
0.451536249,307.6044472
0.349517414,307.9976604
0.240728638,308.3908735
0.122648275,308.7840867
-0.003253385,309.1772998
-0.132149174,309.5705129
-0.257331933,309.9637261
-0.371880135,310.3569392
-0.472007715,310.7501524
-0.562775307,311.1433655
-0.654974441,311.5365787
-0.742881702,311.9297918
-0.80681896,312.3230049
-0.833598279,312.7162181
-0.822741582,313.1094312
-0.800322006,313.5026444
-0.789677997,313.8958575
-0.777033783,314.2890706
-0.747380953,314.6822838
-0.697856114,315.0754969
-0.642359055,315.4687101
-0.603352922,315.8619232
-0.593627114,316.2551363
-0.604816032,316.6483495
-0.613887243,317.0415626
-0.600962473,317.4347758
-0.568779299,317.8279889
-0.533351295,318.2212021
-0.507234935,318.6144152
-0.496448688,319.0076283
-0.498541847,319.4008415
-0.501830549,319.7940546
-0.49366214,320.1872678
-0.45189015,320.5804809
-0.371994975,320.973694
-0.272738914,321.3669072
-0.172743713,321.7601203
-0.077882672,322.1533335
-0.006773396,322.5465466
0.016033775,322.9397597
-0.007375261,323.3329729
-0.051643628,323.726186
-0.091868566,324.1193992
-0.105580585,324.5126123
-0.075615764,324.9058255
-0.005987458,325.2990386
0.081905177,325.6922517
0.17468115,326.0854649
0.270456065,326.478678
0.360609872,326.8718912
0.427855112,327.2651043
0.461946245,327.6583174
0.474192964,328.0515306
0.49560315,328.4447437
0.53371549,328.8379569
0.581540198,329.23117
0.62692245,329.6243831
0.653078305,330.0175963
0.646820514,330.4108094
0.613204949,330.8040226
0.574933085,331.1972357
0.545778281,331.5904489
