r_r_lPFC,Time
-0.223952198,554.8
-0.233603834,555.2
-0.263825596,555.6
-0.316853117,556
-0.396845655,556.4
-0.502286449,556.8
-0.607301801,557.2
-0.673325214,557.6
-0.685270989,558
-0.68543207,558.4
-0.712465783,558.8
-0.757760607,559.2
-0.802854569,559.6
-0.835162189,560
-0.845827919,560.4
-0.825462491,560.8
-0.765042314,561.2
-0.667753434,561.6
-0.548571744,562
-0.419338412,562.4
-0.283176892,562.8
-0.141126202,563.2
0.005297461,563.6
0.154890122,564
0.300151812,564.4
0.421668564,564.8
0.504459819,565.2
0.551260907,565.6
0.574634876,566
0.589707724,566.4
0.611962079,566.8
0.640565754,567.2
0.661773023,567.6
0.660819437,568
0.637467746,568.4
0.613594395,568.8
0.60184393,569.2
0.602594327,569.6
0.614559573,570
0.635417257,570.4
0.667647372,570.8
0.713914337,571.2
0.770711142,571.6
0.827697984,572
0.873014187,572.4
0.89736416,572.8
0.895017408,573.2
0.85966883,573.6
0.779913109,574
0.646669591,574.4
0.474036294,574.8
0.296060775,575.2
0.135858936,575.6
0.000194673,576
-0.108628125,576.4
-0.188438848,576.8
-0.235493331,577.2
-0.245749569,577.6
-0.232693692,578
-0.214604004,578.4
-0.186474439,578.8
-0.137455408,579.2
-0.063978078,579.6
0.032762858,580
0.15096024,580.4
0.282096062,580.8
0.412521842,581.2
0.527305705,581.6
0.61954517,582
0.697713192,582.4
0.773497585,582.8
0.83273985,583.2
0.856681954,583.6
0.843337531,584
0.804157544,584.4
0.753327749,584.8
0.693569493,585.2
0.622603564,585.6
0.539484991,586
0.444750789,586.4
0.34131405,586.8
0.227309123,587.2
0.089426638,587.6
-0.068130025,588
-0.222919922,588.4
-0.366307621,588.8
-0.498115891,589.2
-0.618545681,589.6
-0.727828047,590
-0.820456305,590.4
-0.881112172,590.8
-0.901102534,591.2
-0.884093519,591.6
-0.836038344,592
-0.773121825,592.4
-0.723512972,592.8
-0.694189233,593.2
-0.677869132,593.6
-0.67088268,594
-0.671856607,594.4
-0.680483002,594.8
-0.697987935,595.2
-0.725691169,595.6
-0.754817083,596
-0.772871112,596.4
-0.784063244,596.8
-0.798534366,597.2
-0.816139987,597.6
-0.834076921,598
-0.85367072,598.4
-0.872362758,598.8
-0.885406299,599.2
-0.887518748,599.6
-0.870264387,600
-0.829175449,600.4
-0.776624148,600.8
-0.731260775,601.2
-0.701738123,601.6
-0.692840591,602
-0.702170376,602.4
-0.711331509,602.8
-0.706050138,603.2
-0.678296839,603.6
-0.626646262,604
-0.565638385,604.4
-0.511855305,604.8
-0.469242722,605.2
-0.432203617,605.6
-0.401458799,606
-0.385807388,606.4
-0.385120699,606.8
-0.39378569,607.2
-0.410500833,607.6
-0.436084072,608
-0.467467657,608.4
-0.505454927,608.8
-0.552538704,609.2
-0.601663543,609.6
-0.647100913,610
-0.693575663,610.4
-0.745464804,610.8
-0.803555788,611.2
-0.862895015,611.6
-0.907727866,612
-0.922230183,612.4
-0.909332325,612.8
-0.878650191,613.2
-0.845308191,613.6
-0.826196934,614
-0.82003952,614.4
-0.820842273,614.8
-0.827419046,615.2
-0.838747672,615.6
-0.853990176,616
-0.873003151,616.4
-0.897046062,616.8
-0.930214735,617.2
-0.979483588,617.6
-1.043660512,618
-1.099902883,618.4
-1.122416426,618.8
-1.098575393,619.2
-1.035032557,619.6
-0.94551741,620
-0.836083185,620.4
-0.710254871,620.8
-0.570660615,621.2
-0.419189239,621.6
-0.258135229,622
-0.091063875,622.4
0.077593702,622.8
0.244189209,623.2
0.40748366,623.6
0.562025399,624
0.698221309,624.4
0.814170846,624.8
0.909530316,625.2
0.981450194,625.6
1.026637788,626
1.043066181,626.4
1.031199843,626.8
0.994194811,627.2
0.942136375,627.6
0.89444379,628
0.858678863,628.4
0.830990597,628.8
0.810999853,629.2
0.803457307,629.6
0.807351518,630
0.808908518,630.4
0.797106633,630.8
0.766681636,631.2
0.713213223,631.6
0.631774637,632
0.526954842,632.4
0.41718904,632.8
0.315788394,633.2
0.227174804,633.6
0.157152485,634
0.111008294,634.4
0.0893589,634.8
0.0936678,635.2
0.122757931,635.6
0.161129931,636
0.189412711,636.4
0.203252091,636.8
0.212879413,637.2
0.236404924,637.6
0.285788687,638
0.354156353,638.4
0.4244335,638.8
0.480897345,639.2
0.505552051,639.6
0.483849862,640
0.416831056,640.4
0.310726802,640.8
0.171994654,641.2
0.010105011,641.6
-0.159127436,642
-0.316311865,642.4
-0.445259986,642.8
-0.543749706,643.2
-0.619532315,643.6
-0.677790242,644
-0.721131509,644.4
-0.753283137,644.8
-0.782869001,645.2
-0.820591708,645.6
-0.862992146,646
-0.895862892,646.4
-0.913024571,646.8
-0.911389292,647.2
-0.886311416,647.6
-0.843940318,648
-0.800432225,648.4
-0.765945743,648.8
-0.746241531,649.2
-0.744688501,649.6
-0.753156357,650
-0.756039797,650.4
-0.743173044,650.8
-0.709876725,651.2
-0.652489634,651.6
-0.564385754,652
-0.443125289,652.4
-0.303019971,652.8
-0.153854323,653.2
0.006036935,653.6
0.171647504,654
0.329064723,654.4
0.465463901,654.8
0.572211745,655.2
0.643600605,655.6
0.671595004,656
0.671125034,656.4
0.664317746,656.8
0.650190874,657.2
0.610210517,657.6
0.526570496,658
0.398535211,658.4
0.236639225,658.8
0.056783901,659.2
-0.120999755,659.6
-0.286384317,660
-0.443878729,660.4
-0.601016964,660.8
-0.756567298,661.2
-0.890414485,661.6
-0.979573132,662
-1.013866789,662.4
-0.992628017,662.8
-0.923500476,663.2
-0.822162477,663.6
-0.70213708,664
-0.568852692,664.4
-0.424848197,664.8
-0.272070854,665.2
-0.111047522,665.6
0.062886837,666
0.235676177,666.4
0.393239323,666.8
0.534114309,667.2
0.660013637,667.6
0.770995064,668
0.865013919,668.4
0.938643995,668.8
0.98770248,669.2
1.00827829,669.6
0.999474784,670
0.968498591,670.4
0.933196947,670.8
0.911392114,671.2
0.904030433,671.6
0.904653255,672
0.909964176,672.4
0.919085669,672.8
0.932586693,673.2
0.951268531,673.6
0.971066912,674
0.983430277,674.4
0.987157609,674.8
0.984741005,675.2
0.974163751,675.6
0.957301873,676
0.942978698,676.4
0.933151868,676.8
0.927157147,677.2
0.926465225,677.6
0.937288914,678
0.969536339,678.4
1.016427407,678.8
1.049983556,679.2
1.055455579,679.6
1.031226395,680
0.976912073,680.4
0.892870792,680.8
0.78462062,681.2
0.660697524,681.6
0.526052073,682
0.384101162,682.4
0.237049768,682.8
0.083735555,683.2
-0.082382262,683.6
-0.254260604,684
-0.392402057,684.4
-0.488531855,684.8
-0.558267503,685.2
-0.612828318,685.6
-0.654255689,686
-0.680130971,686.4
-0.686764036,686.8
-0.671030895,687.2
-0.633105423,687.6
-0.582910378,688
-0.545592146,688.4
-0.539858623,688.8
-0.558063671,689.2
-0.587327746,689.6
-0.617826998,690
-0.648928371,690.4
-0.681593753,690.8
-0.715974364,691.2
-0.752078733,691.6
-0.790013753,692
-0.831110771,692.4
-0.88230057,692.8
-0.941961891,693.2
-0.973996434,693.6
-0.955531922,694
-0.909093364,694.4
-0.850057543,694.8
-0.781591243,695.2
-0.710763604,695.6
-0.648676698,696
-0.60366732,696.4
-0.578738903,696.8
-0.56901601,697.2
-0.563766183,697.6
-0.552831116,698
-0.528683018,698.4
-0.484072018,698.8
-0.412511806,699.2
-0.323992689,699.6
-0.24315116,700
-0.183299519,700.4
-0.146080183,700.8
-0.124097995,701.2
-0.107410592,701.6
-0.089139946,702
-0.068564614,702.4
-0.039552631,702.8
0.010683771,703.2
0.071625709,703.6
0.132013346,704
0.18343486,704.4
0.215608993,704.8
0.219287658,705.2
0.193100119,705.6
0.142906832,706
0.077923735,706.4
0.007497287,706.8
-0.06546065,707.2
-0.136668101,707.6
-0.189881166,708
-0.217250919,708.4
-0.222248221,708.8
-0.214224238,709.2
-0.197244725,709.6
-0.173658685,710
-0.148960638,710.4
-0.128330145,710.8
-0.121189981,711.2
-0.130677397,711.6
-0.151240497,712
-0.174764567,712.4
-0.190355862,712.8
-0.190023116,713.2
-0.170457777,713.6
-0.132009683,714
-0.078151437,714.4
-0.013190435,714.8
0.059357052,715.2
0.138099034,715.6
0.222740138,716
0.306012924,716.4
0.37736747,716.8
0.438606121,717.2
0.494501983,717.6
0.540717382,718
0.583349297,718.4
0.627807714,718.8
0.670202658,719.2
0.695045777,719.6
0.681274801,720
0.620176941,720.4
0.518938674,720.8
0.39770794,721.2
0.273652163,721.6
0.151324249,722
0.02914067,722.4
-0.098595887,722.8
-0.234857419,723.2
-0.361385977,723.6
-0.457575224,724
-0.514285186,724.4
-0.528456271,724.8
-0.500580875,725.2
-0.440115969,725.6
-0.375644827,726
-0.334801951,726.4
-0.315127987,726.8
-0.295979772,727.2
-0.256113701,727.6
-0.180954661,728
-0.072486937,728.4
0.058568839,728.8
0.196861326,729.2
0.329048739,729.6
0.455337631,730
0.56948118,730.4
0.653955802,730.8
0.697888893,731.2
0.696773127,731.6
0.649691154,732
0.5613057,732.4
0.452237834,732.8
0.356653757,733.2
0.28474837,733.6
0.232268082,734
0.197411255,734.4
0.176983305,734.8
0.16223927,735.2
0.141960569,735.6
0.119138891,736
0.11284571,736.4
0.13612177,736.8
0.193768666,737.2
0.288711034,737.6
0.413532484,738
0.544090756,738.4
0.659592726,738.8
0.75396561,739.2
0.819671667,739.6
0.840741647,740
0.808891375,740.4
0.730436179,740.8
0.612454438,741.2
0.461538483,741.6
0.285698406,742
0.094154905,742.4
-0.100417916,742.8
-0.277895301,743.2
-0.42362427,743.6
-0.542117666,744
-0.64191935,744.4
-0.725469578,744.8
-0.791724598,745.2
-0.838314877,745.6
-0.862661405,746
-0.863323255,746.4
-0.84352337,746.8
-0.816880476,747.2
-0.795853195,747.6
-0.771718834,748
-0.735878485,748.4
-0.689867397,748.8
-0.643879334,749.2
-0.606873111,749.6
-0.587163622,750
-0.593122751,750.4
-0.619060144,750.8
-0.647315041,751.2
-0.663881786,751.6
-0.656971157,752
-0.614937224,752.4
-0.540058432,752.8
-0.457900951,753.2
-0.394030022,753.6
-0.354159518,754
-0.335342611,754.4
-0.336027453,754.8
-0.355831849,755.2
-0.395195572,755.6
-0.455670901,756
-0.536048598,756.4
-0.61901226,756.8
-0.674237021,757.2
-0.685099225,757.6
-0.668272037,758
-0.637068349,758.4
-0.60540826,758.8
-0.576815169,759.2
-0.543750451,759.6
-0.492587307,760
-0.404126248,760.4
-0.271120367,760.8
-0.10549935,761.2
0.073758581,761.6
0.243823848,762
0.383349438,762.4
0.483291407,762.8
0.543052103,763.2
0.564025345,763.6
0.549946109,764
0.502360858,764.4
0.419953056,764.8
0.302537229,765.2
0.153679298,765.6
-0.016789393,766
-0.195352144,766.4
-0.379048557,766.8
-0.557809276,767.2
-0.708263566,767.6
-0.819849249,768
-0.895173957,768.4
-0.924882012,768.8
-0.901662197,769.2
-0.828257085,769.6
-0.713408053,770
-0.568232753,770.4
-0.40387656,770.8
-0.229477632,771.2
-0.050715415,771.6
0.13017374,772
0.310616815,772.4
0.479309326,772.8
0.624168517,773.2
0.746414514,773.6
0.846414142,774
0.921506869,774.4
0.970072305,774.8
0.990864149,775.2
0.98142187,775.6
0.93250454,776
0.835213102,776.4
0.714541728,776.8
0.597490662,777.2
0.48970175,777.6
0.394346242,778
0.315449386,778.4
0.257906893,778.8
0.228560294,779.2
0.229649754,779.6
0.246783375,780
0.264558037,780.4
0.275544414,780.8
0.275553438,781.2
0.258550586,781.6
0.213676362,782
0.137602282,782.4
0.051560812,782.8
-0.018551356,783.2
-0.064459598,783.6
-0.087499443,784
-0.091385573,784.4
-0.081591497,784.8
-0.066045634,785.2
-0.054588965,785.6
-0.047387106,786
-0.025235662,786.4
0.02374573,786.8
0.101008868,787.2
0.206576697,787.6
0.340817047,788
0.494601704,788.4
0.642759611,788.8
0.761169722,789.2
0.838606454,789.6
0.879527837,790
0.891356027,790.4
0.877530959,790.8
0.840798679,791.2
0.788213137,791.6
0.7360104,792
0.699702848,792.4
0.681445692,792.8
0.681871874,793.2
0.704142701,793.6
0.745551918,794
0.78436932,794.4
0.801605896,794.8
0.788191972,795.2
0.740481106,795.6
0.669278031,796
0.593504032,796.4
0.525767378,796.8
0.472288923,797.2
0.434604072,797.6
0.403561184,798
0.361845556,798.4
0.30924426,798.8
0.254385125,799.2
0.197623996,799.6
0.13738079,800
0.074375145,800.4
0.010630148,800.8
-0.051498977,801.2
-0.109747507,801.6
-0.161889105,802
-0.205653795,802.4
-0.23839482,802.8
-0.267111309,803.2
-0.311674595,803.6
-0.390692148,804
-0.499351845,804.4
-0.622820395,804.8
-0.744876125,805.2
-0.845409081,805.6
-0.913857474,806
-0.952081303,806.4
-0.964519348,806.8
-0.958460978,807.2
-0.947614302,807.6
-0.941842169,808
-0.935444793,808.4
-0.927813575,808.8
-0.920504754,809.2
-0.914352759,809.6
-0.910126943,810
-0.908707784,810.4
-0.910967215,810.8
-0.917495026,811.2
-0.92840682,811.6
-0.94286902,812
-0.955498697,812.4
-0.957073402,812.8
-0.939002375,813.2
-0.896076038,813.6
-0.82738826,814
-0.728885099,814.4
-0.591094191,814.8
-0.434747343,815.2
-0.290242111,815.6
-0.169650853,816
-0.070691452,816.4
0.018948178,816.8
0.109587724,817.2
0.208014158,817.6
0.311991805,818
0.40950845,818.4
0.496938969,818.8
0.573090368,819.2
0.636310509,819.6
0.685687184,820
0.723186611,820.4
0.754393437,820.8
0.775476267,821.2
0.774370208,821.6
0.749419484,822
0.72213402,822.4
0.7131495,822.8
0.723951749,823.2
0.752971675,823.6
0.797897416,824
0.847255359,824.4
0.872834004,824.8
0.873158587,825.2
0.865559245,825.6
0.85094851,826
0.82410142,826.4
0.779309042,826.8
0.714312329,827.2
0.630407228,827.6
0.530336979,828
0.417046765,828.4
0.292572428,828.8
0.156640568,829.2
0.012873028,829.6
-0.1189231,830
-0.227234759,830.4
-0.329821849,830.8
-0.44308439,831.2
-0.558281459,831.6
-0.653054046,832
-0.719672024,832.4
-0.766073998,832.8
-0.794834377,833.2
-0.807004327,833.6
-0.804491053,834
-0.79166315,834.4
-0.778251627,834.8
-0.775995093,835.2
-0.781988102,835.6
-0.779346113,836
-0.769492643,836.4
-0.76141758,836.8
-0.758841011,837.2
-0.76274737,837.6
-0.772745481,838
-0.787043384,838.4
-0.801007159,838.8
-0.80388037,839.2
-0.785190605,839.6
-0.75872777,840
-0.749588246,840.4
-0.750014237,840.8
-0.734569363,841.2
-0.699353443,841.6
-0.660299408,842
-0.629405727,842.4
-0.611167867,842.8
-0.606715432,843.2
-0.61558148,843.6
-0.635685732,844
-0.661659906,844.4
-0.681769386,844.8
-0.683789239,845.2
-0.675546161,845.6
-0.678056718,846
-0.69442998,846.4
-0.71944555,846.8
-0.750559089,847.2
-0.786860306,847.6
-0.827761458,848
-0.872655896,848.4
-0.920698224,848.8
-0.970345796,849.2
-1.018078445,849.6
-1.054551267,850
-1.062514,850.4
-1.044416537,850.8
-1.026409664,851.2
-1.026365037,851.6
-1.030759388,852
-1.021729739,852.4
-1.006291653,852.8
-0.993910749,853.2
-0.988072259,853.6
-0.993032192,854
-1.005890474,854.4
-1.011121014,854.8
-0.997036956,855.2
-0.959755022,855.6
-0.898931063,856
-0.814799167,856.4
-0.707827996,856.8
-0.580508959,857.2
-0.438618192,857.6
-0.288527366,858
-0.12717872,858.4
0.054240627,858.8
0.236868381,859.2
0.394066088,859.6
0.513687549,860
0.591920911,860.4
0.628992842,860.8
0.630573488,861.2
0.605534602,861.6
0.547873379,862
0.439933847,862.4
0.284721861,862.8
0.100743953,863.2
-0.086188332,863.6
-0.250702457,864
-0.387808153,864.4
-0.504525049,864.8
-0.604993993,865.2
-0.688572418,865.6
-0.752873136,866
-0.796568947,866.4
-0.821396891,866.8
-0.832048995,867.2
-0.834118179,867.6
-0.82144989,868
-0.784941413,868.4
-0.741404902,868.8
-0.693860833,869.2
-0.632308492,869.6
-0.563257345,870
-0.505826489,870.4
-0.459387128,870.8
-0.413456553,871.2
-0.361649048,871.6
-0.299051749,872
-0.21853278,872.4
-0.112098522,872.8
0.019921992,873.2
0.162239208,873.6
0.296047562,874
0.419022206,874.4
0.531782309,874.8
0.632003941,875.2
0.716600443,875.6
0.783133253,876
0.82991937,876.4
0.857389422,876.8
0.871768594,877.2
0.890455422,877.6
0.927658807,878
0.979011388,878.4
1.039069234,878.8
1.097846626,879.2
1.129467608,879.6
1.118224498,880
1.077163349,880.4
1.014203466,880.8
0.928543631,881.2
0.820198092,881.6
0.689192502,882
0.537528262,882.4
0.37865771,882.8
0.225472609,883.2
0.076684719,883.6
-0.071715316,884
-0.219757848,884.4
-0.365239167,884.8
-0.504534193,885.2
-0.633590943,885.6
-0.749396476,886
-0.851264507,886.4
-0.943420745,886.8
-1.028433671,887.2
-1.089992608,887.6
-1.108329952,888
-1.078542805,888.4
-1.012008533,888.8
-0.927090229,889.2
-0.830522175,889.6
-0.720008543,890
-0.594608072,890.4
-0.454428127,890.8
-0.29754692,891.2
-0.121921254,891.6
0.062641141,892
0.24005829,892.4
0.390073305,892.8
0.507749911,893.2
0.603428728,893.6
0.682981808,894
0.746604737,894.4
0.792010613,894.8
0.816080568,895.2
0.815766817,895.6
0.789446176,896
0.74042947,896.4
0.683987176,896.8
0.644318726,897.2
0.629619377,897.6
0.634225151,898
0.653205483,898.4
0.687415847,898.8
0.737598519,899.2
0.791857181,899.6
0.838967806,900
0.879531415,900.4
0.917547008,900.8
0.947112377,901.2
0.95307367,901.6
0.932876376,902
0.901357184,902.4
0.878074146,902.8
0.866097673,903.2
0.859683395,903.6
0.856591903,904
0.85618387,904.4
0.858315714,904.8
0.863369194,905.2
0.872886398,905.6
0.891295652,906
0.927329393,906.4
0.980325814,906.8
1.029587383,907.2
1.059103656,907.6
1.062926235,908
1.038912565,908.4
0.981698661,908.8
0.883683713,909.2
0.749673746,909.6
0.590452302,910
0.411722995,910.4
0.216305615,910.8
0.017986694,911.2
-0.162513687,911.6
-0.31342135,912
-0.430784243,912.4
-0.51237603,912.8
-0.556021914,913.2
-0.56119739,913.6
-0.52815509,914
-0.457192611,914.4
-0.348753683,914.8
-0.203939432,915.2
-0.026357224,915.6
0.173005484,916
0.371786595,916.4
0.547967944,916.8
0.699953258,917.2
0.830597634,917.6
0.939442449,918
1.023770744,918.4
1.079747238,918.8
1.10436478,919.2
1.099205293,919.6
1.072646275,920
1.038284242,920.4
1.012326532,920.8
1.001584057,921.2
1.001495349,921.6
1.014698175,922
1.05654915,922.4
1.10047021,922.8
1.118093379,923.2
1.105305815,923.6
1.062742382,924
0.99203401,924.4
0.895503533,924.8
0.775745842,925.2
0.635619244,925.6
0.479187019,926
0.308583782,926.4
0.122802038,926.8
-0.07900473,927.2
-0.284745232,927.6
-0.472871671,928
-0.628019621,928.4
-0.740553513,928.8
-0.800292065,929.2
-0.799901729,929.6
-0.754243493,930
-0.680304054,930.4
-0.585556334,930.8
-0.473400856,931.2
-0.348734672,931.6
-0.230582868,932
-0.160225217,932.4
-0.124459564,932.8
-0.093241038,933.2
-0.058790551,933.6
-0.019147205,934
0.028214993,934.4
0.084277116,934.8
0.134871784,935.2
0.160390283,935.6
0.152278394,936
0.111318411,936.4
0.046927016,936.8
-0.024996983,937.2
-0.095047493,937.6
-0.152185738,938
-0.181573088,938.4
-0.177780349,938.8
-0.148615786,939.2
-0.111290553,939.6
-0.073775371,940
-0.048048593,940.4
-0.044466424,940.8
-0.065941398,941.2
-0.108439726,941.6
-0.158317477,942
-0.196850008,942.4
-0.222782813,942.8
-0.247031801,943.2
-0.27743012,943.6
-0.304484697,944
-0.323365508,944.4
-0.343693796,944.8
-0.365516792,945.2
-0.374003488,945.6
-0.371807941,946
-0.388607999,946.4
-0.439638636,946.8
-0.511603451,947.2
-0.56382254,947.6
-0.575034023,948
-0.543315413,948.4
-0.4690877,948.8
-0.35913164,949.2
-0.245368147,949.6
-0.15938497,950
-0.106055752,950.4
-0.082230422,950.8
-0.086188486,951.2
-0.117655134,951.6
-0.175232944,952
-0.253064204,952.4
-0.346292597,952.8
-0.443386311,953.2
-0.524200487,953.6
-0.584112394,954
-0.627230557,954.4
-0.657844306,954.8
-0.68498737,955.2
-0.730939629,955.6
-0.810770906,956
-0.905272245,956.4
-0.986688866,956.8
-1.03554469,957.2
-1.055381633,957.6
-1.051829961,958
-1.031138741,958.4
-1.005667963,958.8
-0.993193872,959.2
-0.995625035,959.6
-1.005698376,960
-1.022042779,960.4
-1.044260363,960.8
-1.064123727,961.2
-1.065806097,961.6
-1.039142284,962
-0.990587513,962.4
-0.929251373,962.8
-0.855904675,963.2
-0.76809375,963.6
-0.664852428,964
-0.547159998,964.4
-0.417118193,964.8
-0.277355621,965.2
-0.130489432,965.6
0.020708858,966
0.168837855,966.4
0.308954925,966.8
0.439726167,967.2
0.559694956,967.6
0.666458455,968
0.757268237,968.4
0.829574139,968.8
0.881258767,969.2
0.911681507,969.6
0.924035105,970
0.926296377,970.4
0.92980708,970.8
0.9401771,971.2
0.952069351,971.6
0.957411261,972
0.955880362,972.4
0.954393784,972.8
0.958294994,973.2
0.969397157,973.6
0.980877452,974
0.98315915,974.4
0.979674046,974.8
0.977292728,975.2
0.981432325,975.6
0.999171776,976
1.028649021,976.4
1.050209243,976.8
1.050174683,977.2
1.023677787,977.6
0.970040956,978
0.890273135,978.4
0.785847215,978.8
0.658065433,979.2
0.507412714,979.6
0.337343546,980
0.162877072,980.4
0.001467756,980.8
-0.135168832,981.2
-0.23828153,981.6
-0.300180887,982
-0.324852197,982.4
-0.330286192,982.8
-0.330508494,983.2
-0.33469847,983.6
-0.341257245,984
-0.340230849,984.4
-0.333307834,984.8
-0.325405891,985.2
-0.312212947,985.6
-0.299430112,986
-0.294284658,986.4
-0.288130807,986.8
-0.273056689,987.2
-0.242394251,987.6
-0.194023006,988
-0.143391166,988.4
-0.107546542,988.8
-0.090754482,989.2
-0.084824751,989.6
-0.076145795,990
-0.060699138,990.4
-0.04307512,990.8
-0.031099854,991.2
-0.033997967,991.6
-0.057100398,992
-0.097345044,992.4
-0.141244978,992.8
-0.182437318,993.2
-0.22904086,993.6
-0.291214828,994
-0.36969832,994.4
-0.452441055,994.8
-0.520684288,995.2
-0.567328979,995.6
-0.59370041,996
-0.600885567,996.4
-0.590009189,996.8
-0.565551411,997.2
-0.541261039,997.6
-0.537033481,998
-0.55766353,998.4
-0.597209301,998.8
-0.650285002,999.2
-0.714162833,999.6
-0.787444392,1000
-0.867184657,1000.4
-0.947014689,1000.8
-1.014345156,1001.2
-1.053899949,1001.6
-1.062343871,1002
-1.04954331,1002.4
-1.031354961,1002.8
-1.011955994,1003.2
-0.979524565,1003.6
-0.92596428,1004
-0.850111347,1004.4
-0.753713199,1004.8
-0.639480095,1005.2
-0.51050159,1005.6
-0.370003067,1006
-0.220706256,1006.4
-0.0640107,1006.8
0.1016878,1007.2
0.281382469,1007.6
0.469473934,1008
0.643389428,1008.4
0.783598954,1008.8
0.878854455,1009.2
0.923810957,1009.6
0.915449324,1010
0.850678137,1010.4
0.73561427,1010.8
0.588238096,1011.2
0.425369068,1011.6
0.260248537,1012
0.107915581,1012.4
-0.011545108,1012.8
-0.089691763,1013.2
-0.13981637,1013.6
-0.18326917,1014
-0.232841205,1014.4
-0.288146521,1014.8
-0.340577982,1015.2
-0.378622196,1015.6
-0.391262596,1016
-0.369477718,1016.4
-0.306858326,1016.8
-0.202469614,1017.2
-0.069743447,1017.6
0.062664799,1018
0.168399095,1018.4
0.234914571,1018.8
0.259726197,1019.2
0.245410125,1019.6
0.200447435,1020
0.141504629,1020.4
0.082866913,1020.8
0.025990121,1021.2
-0.034209281,1021.6
-0.106440012,1022
-0.191477284,1022.4
-0.279060755,1022.8
-0.369420576,1023.2
-0.464790026,1023.6
-0.5540259,1024
-0.619966763,1024.4
-0.648429468,1024.8
-0.633020585,1025.2
-0.582910797,1025.6
-0.51456902,1026
-0.433357437,1026.4
-0.338446158,1026.8
-0.236466449,1027.2
-0.145682262,1027.6
-0.078274747,1028
-0.028442835,1028.4
0.008893614,1028.8
0.030706754,1029.2
0.034495944,1029.6
0.02075256,1030
-0.00763753,1030.4
-0.045624932,1030.8
-0.085935804,1031.2
-0.117863431,1031.6
-0.125856443,1032
-0.098701439,1032.4
-0.039392319,1032.8
0.046583497,1033.2
0.154455383,1033.6
0.278300967,1034
0.40904545,1034.4
0.532783126,1034.8
0.634045327,1035.2
0.71086424,1035.6
0.777890991,1036
0.847734449,1036.4
0.916909299,1036.8
0.967365452,1037.2
0.985455233,1037.6
0.975886129,1038
0.953184246,1038.4
0.913802882,1038.8
0.851175574,1039.2
0.766761778,1039.6
0.664936721,1040
0.550436061,1040.4
0.428132519,1040.8
0.30600562,1041.2
0.198399889,1041.6
0.119975024,1042
0.07192539,1042.4
0.044261661,1042.8
0.027396464,1043.2
0.014952585,1043.6
0.001778977,1044
-0.019543739,1044.4
-0.052902525,1044.8
-0.083943116,1045.2
-0.101006395,1045.6
-0.105318521,1046
-0.106605068,1046.4
-0.108711315,1046.8
-0.099924398,1047.2
-0.06559139,1047.6
-0.007962091,1048
0.051353007,1048.4
0.104158708,1048.8
0.155865083,1049.2
0.213235029,1049.6
0.284543289,1050
0.375171018,1050.4
0.4817276,1050.8
0.593761034,1051.2
0.704958123,1051.6
0.808986363,1052
0.901419824,1052.4
0.978682804,1052.8
1.025512217,1053.2
1.026909516,1053.6
0.979438943,1054
0.89448526,1054.4
0.791677996,1054.8
0.674940718,1055.2
0.542746787,1055.6
0.396302652,1056
0.238248861,1056.4
0.076423618,1056.8
-0.07307797,1057.2
-0.196659615,1057.6
-0.295393674,1058
-0.3763097,1058.4
-0.442945386,1058.8
-0.497053608,1059.2
-0.542230906,1059.6
-0.585646753,1060
-0.628803672,1060.4
-0.652301995,1060.8
-0.635372363,1061.2
-0.578069026,1061.6
-0.496017556,1062
-0.409144727,1062.4
-0.339433772,1062.8
-0.298737171,1063.2
-0.29390695,1063.6
-0.325053721,1064
-0.37559228,1064.4
-0.42713227,1064.8
-0.4693953,1065.2
-0.496337151,1065.6
-0.501104547,1066
-0.473615703,1066.4
-0.405863931,1066.8
-0.299488829,1067.2
-0.173206792,1067.6
-0.052597323,1068
0.051679782,1068.4
0.134637361,1068.8
0.193551329,1069.2
0.231180573,1069.6
0.254823151,1070
0.269452972,1070.4
0.265667649,1070.8
0.234587794,1071.2
0.170642821,1071.6
0.073955857,1072
-0.046616147,1072.4
-0.182118899,1072.8
-0.325552014,1073.2
-0.464888155,1073.6
-0.584777806,1074
-0.681872054,1074.4
-0.759106377,1074.8
-0.8170316,1075.2
-0.8558322,1075.6
-0.880990273,1076
-0.8996887,1076.4
-0.905403677,1076.8
-0.895491103,1077.2
-0.878110725,1077.6
-0.8508493,1078
-0.812784439,1078.4
-0.763194601,1078.8
-0.699066608,1079.2
-0.620035918,1079.6
-0.528856169,1080
-0.426708489,1080.4
-0.314202621,1080.8
-0.19039372,1081.2
-0.050397375,1081.6
0.108359656,1082
0.27707998,1082.4
0.441532668,1082.8
0.591077224,1083.2
0.721825061,1083.6
0.832689963,1084
0.921037378,1084.4
0.983339475,1084.8
1.017207097,1085.2
1.022347588,1085.6
1.008910561,1086
0.997560315,1086.4
0.995502964,1086.8
0.995677937,1087.2
0.995334803,1087.6
0.996841053,1088
1.009475042,1088.4
1.04544759,1088.8
1.091687921,1089.2
1.119895993,1089.6
1.117072391,1090
1.081729915,1090.4
1.016232799,1090.8
0.924189341,1091.2
0.809348072,1091.6
0.675412612,1092
0.52606341,1092.4
0.364878527,1092.8
0.194973879,1093.2
0.017970524,1093.6
-0.167171204,1094
-0.355905715,1094.4
-0.527446033,1094.8
-0.66688009,1095.2
-0.78107216,1095.6
-0.875361739,1096
